Code	Scientific	Common	Reverse
27260	'Myiozetetes cayanensis'	'Rusty-margined Flycatcher'	'Myiozetetes cayanensis'
27270	'Myrmeciza hemimelaena'	'Alapi rougequeue'	'Myrmeciza hemimelaena'
27280	'Myrmeciza hyperythra'	'Alapi plombé'	'Myrmeciza hyperythra'
27290	'Myrmoborus leucophrys'	'White-browed Antbird'	'Myrmoborus leucophrys'
27300	'Neopelma sulphureiventer'	'Sulphur-bellied Tyrant-Manakin'	'Neopelma sulphureiventer'
27310	'Oryzoborus angolensis'	'Chestnut-bellied Seed Finch'	'Oryzoborus angolensis'
27320	'Paroaria gularis'	'Red-capped Cardinal'	'Paroaria gularis'
27321	'Paroaria gularis gularis'	'NA'	'Paroaria gularis gularis'
27330	'Phacellodomus ruber'	'Greater Thornbird'	'Phacellodomus ruber'
27340	'Picumnus albosquamatus'	'White-wedged Piculet'	'Picumnus albosquamatus'
27350	'Pipra fasciicauda'	'Band-tailed Manakin'	'Pipra fasciicauda'
27360	'Polioptila dumicola'	'Masked Gnatcatcher'	'Polioptila dumicola'
27361	'Polioptila dumicola dumicola'	'NA'	'Polioptila dumicola dumicola'
27370	'Pseudocolopteryx sclateri'	'Crested Doradito'	'Pseudocolopteryx sclateri'
27380	'Ramphocelus carbo'	'Silver-beaked Tanager'	'Ramphocelus carbo'
27390	'Saltator maximus'	'Buff-throated Saltator'	'Saltator maximus'
27400	'Satrapa icterophrys'	'Yellow-browed Tyrant'	'Satrapa icterophrys'
27410	'Schiffornis turdinus'	'Tordo-saltarín'	'Schiffornis turdinus'
27420	'Schistochlamys melanopis'	'Black-faced Tanager'	'Schistochlamys melanopis'
27430	'Serpophaga munda'	'White-bellied Tyrannulet'	'Serpophaga munda'
27440	'Sittasomus griseicapillus'	'Olivaceous Woodcreeper'	'Sittasomus griseicapillus'
27450	'Sporophila caerulescens'	'Double-collared Seedeater'	'Sporophila caerulescens'
27460	'Sporophila collaris'	'Rusty-collared Seedeater'	'Sporophila collaris'
27470	'Sporophila leucoptera'	'White-bellied Seedeater'	'Sporophila leucoptera'
27471	'Sporophila leucoptera leucoptera'	'NA'	'Sporophila leucoptera leucoptera'
27472	'Sporophila leucoptera bicolor'	'NA'	'Sporophila leucoptera bicolor'
27480	'Sporophila ruficollis'	'Dark-throated Seedeater'	'Sporophila ruficollis'
27490	'Synallaxis albescens'	'Arquitecto gÃ¼itío'	'Synallaxis albescens'
27500	'Synallaxis gujanensis'	'Plain-crowned Spinetail'	'Synallaxis gujanensis'
27510	'Synallaxis hypospodia'	'Cinereous-breasted Spinetail'	'Synallaxis hypospodia'
27520	'Tapera naevia'	'Striped Cuckoo'	'Tapera naevia'
27530	'Taraba major'	'Great Antshrike'	'Taraba major'
27540	'Thamnophilus doliatus'	'Barred Antshrike'	'Thamnophilus doliatus'
27541	'Thamnophilus doliatus doliatus'	'NA'	'Thamnophilus doliatus doliatus'
27550	'Thamnophilus punctatus'	'Northern Slaty Antshrike'	'Thamnophilus punctatus'
27560	'Thamnophilus schistaceus'	'Plain-winged Antshrike'	'Thamnophilus schistaceus'
27570	'Thlypopsis sordida'	'Orange-headed Tanager'	'Thlypopsis sordida'
27580	'Thraupis palmarum'	'Palm Tanager'	'Thraupis palmarum'
27590	'Thraupis sayaca'	'Sayaca Tanager'	'Thraupis sayaca'
27600	'Thryothorus genibarbis'	'NA'	'Thryothorus genibarbis'
27610	'Thryothorus guarayanus'	'NA'	'Thryothorus guarayanus'
27620	'Todirostrum latirostre'	'NA'	'Todirostrum latirostre'
27630	'Tolmomyias sulphurescens'	'Yellow-olive Flycatcher'	'Tolmomyias sulphurescens'
27640	'Trogon melanurus'	'Black-tailed Trogon'	'Trogon melanurus'
27650	'Turdus amaurochalinus'	'Creamy-bellied Thrush'	'Turdus amaurochalinus'
27660	'Turdus hauxwelli'	'Hauxwell\'s Thrush'	'Turdus hauxwelli'
27670	'Veniliornis passerinus'	'Little Woodpecker'	'Veniliornis passerinus'
27680	'Xenops tenuirostris'	'Slender-billed Xenops'	'Xenops tenuirostris'
27690	'Xiphorhynchus guttatus'	'Buff-throated Woodcreeper'	'Xiphorhynchus guttatus'
27691	'Xiphorhynchus guttatus guttatus'	'NA'	'Xiphorhynchus guttatus guttatus'
27700	'Xiphorhynchus picus'	'NA'	'Xiphorhynchus picus'
27710	'Xolmis velata'	'NA'	'Xolmis velata'
27720	'Fregetta grallaria'	'White-bellied Storm Petrel'	'Fregetta grallaria'
27730	'Fregetta tropica'	'Black-bellied Storm Petrel'	'Fregetta tropica'
27740	'Pachyptila turtur'	'Fairy Prion'	'Pachyptila turtur'
27741	'Pachyptila turtur turtur'	'NA'	'Pachyptila turtur turtur'
27742	'Pachyptila turtur subantarctica'	'NA'	'Pachyptila turtur subantarctica'
27750	'Aptenodytes patagonicus'	'King penguin'	'Aptenodytes patagonicus'
27760	'Aptenodytes forsteri'	'Emperor Penguin'	'Aptenodytes forsteri'
27770	'Anas georgica'	'Yellow-billed Pintail'	'Anas georgica'
27771	'Anas georgica georgica'	'South Georgia Pintail'	'Anas georgica georgica'
27772	'Anas georgica spinicauda'	'NA'	'Anas georgica spinicauda'
27780	'Anthus antarcticus'	'Świergotek antarktyczny'	'Anthus antarcticus'
27790	'Procellaria cinera'	'Grey Petrel'	'Procellaria cinerea'
27800	'Procellaria aequinoctialis'	'White-chinned Petrel'	'Procellaria aequinoctialis'
27810	'Procellaria parkinsoni'	'Parkinson\'s Petrel'	'Procellaria parkinsoni'
27820	'Procellaria westlandica'	'Westland Petrel'	'Procellaria westlandica'
27830	'Otus insularis'	'Seychelles Scops Owl'	'Otus insularis'
27900	'Neochen jubata'	'Orinoco Goose'	'Neochen jubata'
27910	'Copsychus albospecularis'	'Madagascar Magpie-Robin'	'Copsychus albospecularis'
27920	'Copsychus saularis'	'Oriental Magpie-Robin'	'Copsychus saularis'
27930	'Copsychus sechellarum'	'Seychelles Magpie-Robin'	'Copsychus sechellarum'
27940	'Copsychus malabaricus'	'White-rumped Shama'	'Copsychus malabaricus'
27960	'Copsychus luzoniensis'	'White-browed Shama'	'Copsychus luzoniensis'
27970	'Copsychus niger'	'White-vented Shama'	'Copsychus niger'
27980	'Copsychus cebuensis'	'Black Shama'	'Copsychus cebuensis'
27990	'Balearica regulorum'	'East African Crowned Crane'	'Balearica regulorum'
27991	'Balearica regulorum regulorum'	'South African Crowned Crane'	'Balearica regulorum regulorum'
27992	'Balearica regulorum gibbericeps'	'East African Crowned Crane'	'Balearica regulorum gibbericeps'
28000	'Anas erythrorhyncha'	'Red-billed Duck'	'Anas erythrorhyncha'
28010	'Francolinus erckelii'	'Erckel francolin'	'Francolinus erckelii'
28020	'Anumbius annumbi'	'Firewood-gatherer'	'Anumbius annumbi'
28030	'Anas bernieri'	'Bernier\'s Teal'	'Anas bernieri'
30010	'Accipiter castanilius'	'Chestnut-flanked Sparrowhawk'	'Accipiter castanilius'
30020	'Accipiter erythropus'	'Red-thighed Sparrowhawk'	'Accipiter erythropus'
30030	'Accipiter melanoleucus'	'Black Goshawk'	'Accipiter melanoleucus'
30040	'Accipiter ovampensis'	'Ovambo Sparrowhawk'	'Accipiter ovampensis'
30050	'Acrocephalus gracilirostris'	'Lesser Swamp-Warbler'	'Acrocephalus gracilirostris'
30060	'Acrocephalus rufescens'	'Greater Swamp Warbler'	'Acrocephalus rufescens'
30070	'Actophilornis africanus'	'African Jacana'	'Actophilornis africanus'
30080	'Aenigmatolimnas marginalis'	'Striped Crake'	'Aenigmatolimnas marginalis'
30090	'Agapornis pullarius'	'Red-headed Lovebird'	'Agapornis pullarius'
30100	'Agelastes niger'	'Black Guineafowl'	'Agelastes niger'
30110	'Alcedo coerulescens'	'Cerulean Kingfisher'	'Alcedo coerulescens'
30120	'Alcedo cristata'	'Bồng chanh lục'	'Alcedo cristata'
30130	'Alcedo leucogaster'	'NA'	'Alcedo leucogaster'
30140	'Alcedo quadribrachys'	'Shining-blue Kingfisher'	'Alcedo quadribrachys'
30150	'Alethe diademata'	'Fire-crested Alethe'	'Alethe diademata'
30160	'Amadina fasciata'	'Cut-throat'	'Amadina fasciata'
30170	'Amblyospiza albifrons'	'Grosbeak Weaver'	'Amblyospiza albifrons'
30180	'Anaplectes rubriceps'	'Red-headed Weaver'	'Anaplectes rubriceps'
30190	'Anas hottentota'	'NA'	'Anas hottentota'
30200	'Anas sparsa'	'African Black Duck'	'Anas sparsa'
30210	'Anas undulata'	'Yellow-billed Duck'	'Anas undulata'
30220	'Anastomus lamelligerus'	'African Openbill'	'Anastomus lamelligerus'
30230	'Andropadus ansorgei'	'NA'	'Andropadus ansorgei'
30240	'Andropadus gracilirostris'	'NA'	'Andropadus gracilirostris'
30250	'Andropadus gracilis'	'NA'	'Andropadus gracilis'
30260	'Andropadus montanus'	'NA'	'Andropadus montanus'
30270	'Andropadus tephrolaemus'	'NA'	'Andropadus tephrolaemus'
30280	'Anhinga rufa'	'African Darter'	'Anhinga rufa'
30290	'Anomalospiza imberbis'	'Cuckoo-finch'	'Anomalospiza imberbis'
30300	'Anous minutus'	'Black Noddy'	'Anous minutus'
30310	'Anthoscopus flavifrons'	'Forest Penduline Tit'	'Anthoscopus flavifrons'
30320	'Anthoscopus parvulus'	'Yellow Penduline Tit'	'Anthoscopus parvulus'
30330	'Anthoscopus punctifrons'	'Sennar Penduline Tit'	'Anthoscopus punctifrons'
30340	'Anthreptes fraseri'	'NA'	'Anthreptes fraseri'
30350	'Anthreptes gabonicus'	'Mangrove Sunbird'	'Anthreptes gabonicus'
30360	'Anthreptes longuemarei'	'Western Violet-backed Sunbird'	'Anthreptes longuemarei'
30370	'Anthreptes rectirostris'	'Green Sunbird'	'Anthreptes rectirostris'
30380	'Anthus cinnamomeus'	'African Pipit'	'Anthus cinnamomeus'
30390	'Anthus leucophrys'	'Plain-backed Pipit'	'Anthus leucophrys'
30400	'Apalis cinerea'	'Gray Apalis'	'Apalis cinerea'
30410	'Apalis flavida'	'Yellow-breasted Apalis'	'Apalis flavida'
30420	'Apalis jacksoni'	'Black-throated Apalis'	'Apalis jacksoni'
30430	'Apalis nigriceps'	'Black-capped Apalis'	'Apalis nigriceps'
30440	'Apalis pulchra'	'NA'	'Apalis pulchra'
30450	'Apalis rufogularis'	'Buff-throated Apalis'	'Apalis rufogularis'
30460	'Apaloderma aequatoriale'	'Bare-cheeked Trogon'	'Apaloderma aequatoriale'
30470	'Apaloderma narina'	'Narina trogon'	'Apaloderma narina'
30480	'Apaloderma vittatum'	'Bar-tailed Trogon'	'Apaloderma vittatum'
30490	'Aplopelia larvata'	'NA'	'Aplopelia larvata'
30500	'Apus barbatus'	'African Black Swift'	'Apus barbatus'
30510	'Apus horus'	'Jerzyk białogardły'	'Apus horus'
30520	'Apus sladeniae'	'jerzyk zatokowy'	'Apus sladeniae'
30530	'Aquila nipalensis'	'Aigle des steppes'	'Aquila nipalensis'
30540	'Aquila wahlbergi'	'Aigle de Wahlberg'	'Aquila wahlbergi'
30550	'Ardea intermedia'	'Intermediate Egret'	'Ardea intermedia'
30560	'Ardeola rufiventris'	'Rufous-bellied Heron'	'Ardeola rufiventris'
30570	'Aviceda cuculoides'	'African baza'	'Aviceda cuculoides'
30580	'Baeopogon clamans'	'Sjöstedt\'s Greenbul'	'Baeopogon clamans'
30590	'Baeopogon indicator'	'Honeyguide Greenbul'	'Baeopogon indicator'
30600	'Balearica pavonina'	'Black Crowned-Crane'	'Balearica pavonina'
30601	'Balearica pavonina pavonina'	'West African Black Crowned Crane'	'Balearica pavonina pavonina'
30602	'Balearica pavonina ceciliae'	'East African Black Crowned Crane'	'Balearica pavonina ceciliae'
30610	'Batis orientalis'	'Gray-headed Batis'	'Batis orientalis'
30620	'Batis poensis'	'Fernando Po Batis'	'Batis poensis'
30630	'Bias flammulatus'	'NA'	'Bias flammulatus'
30640	'Bias musicus'	'Black-and-white Shrike-flycatcher'	'Bias musicus'
30650	'Bleda eximia'	'NA'	'Bleda eximia'
30660	'Bleda syndactyla'	'NA'	'Bleda syndactyla'
30670	'Bostrychia hagedash'	'Hadada Ibis'	'Bostrychia hagedash'
30680	'Bostrychia olivacea'	'Olive Ibis'	'Bostrychia olivacea'
30690	'Bostrychia rara'	'Spot-breasted Ibis'	'Bostrychia rara'
30700	'Bradornis pallidus'	'Blek flugsnappare'	'Bradornis pallidus'
30710	'Bradypterus baboecala'	'Little Rush Warbler'	'Bradypterus baboecala'
30720	'Bradypterus bangwaensis'	'Bangwa Forest Warbler'	'Bradypterus bangwaensis'
30730	'Bubalornis albirostris'	'White-billed Buffalo Weaver'	'Bubalornis albirostris'
30740	'Bubo lacteus'	'Verreaux\'s Eagle Owl'	'Bubo lacteus'
30750	'Bubo poensis'	'Fraser\'s Eagle-Owl'	'Bubo poensis'
30760	'Buccanodon duchaillui'	'Yellow-spotted Barbet'	'Buccanodon duchaillui'
30770	'Bucorvus abyssinicus'	'Abyssinian Ground-Hornbill'	'Bucorvus abyssinicus'
30780	'Buphagus africanus'	'Yellow-billed oxpecker'	'Buphagus africanus'
30790	'Burhinus vermiculatus'	'Water Thick-knee'	'Burhinus vermiculatus'
30800	'Butastur rufipennis'	'Grasshopper Buzzard'	'Butastur rufipennis'
30810	'Buteo auguralis'	'myszołów plamisty'	'Buteo auguralis'
30820	'Calyptocichla serina'	'NA'	'Calyptocichla serina'
30830	'Camaroptera chloronota'	'Olive-green Camaroptera'	'Camaroptera chloronota'
30840	'Camaroptera superciliaris'	'Yellow-browed Camaroptera'	'Camaroptera superciliaris'
30850	'Campephaga oriolina'	'Oriole Cuckoo-shrike'	'Campephaga oriolina'
30860	'Campephaga petiti'	'Petit\'s Cuckooshrike'	'Campephaga petiti'
30870	'Campephaga phoenicea'	'Red-shouldered Cuckoo-shrike'	'Campephaga phoenicea'
30880	'Campephaga quiscalina'	'Purple-throated Cuckooshrike'	'Campephaga quiscalina'
30890	'Campethera abingoni'	'Golden-tailed Woodpecker'	'Campethera abingoni'
30900	'Campethera cailliautii'	'Green-backed Woodpecker'	'Campethera cailliautii'
30910	'Campethera caroli'	'Brown-eared Woodpecker'	'Campethera caroli'
30920	'Campethera nivosa'	'Buff-spotted Woodpecker'	'Campethera nivosa'
30930	'Campethera tullbergi'	'Tullberg\'s Woodpecker'	'Campethera tullbergi'
30940	'Canirallus oculeus'	'Grey-throated Rail'	'Canirallus oculeus'
30950	'Caprimulgus climacurus'	'Long-tailed Nightjar'	'Caprimulgus climacurus'
30960	'Caprimulgus natalensis'	'Swamp Nightjar'	'Caprimulgus natalensis'
30970	'Caprimulgus pectoralis'	'Fiery-necked Nightjar'	'Caprimulgus pectoralis'
30980	'Caprimulgus tristigma'	'Freckled Nightjar'	'Caprimulgus tristigma'
30990	'Centropus grillii'	'Black Coucal'	'Centropus grillii'
31000	'Centropus leucogaster'	'Black-throated Coucal'	'Centropus leucogaster'
31010	'Centropus monachus'	'Blue-headed Coucal'	'Centropus monachus'
31020	'Ceratogymna albotibialis'	'NA'	'Ceratogymna albotibialis'
31030	'Ceratogymna atrata'	'Black-casqued Hornbill'	'Ceratogymna atrata'
31040	'Ceratogymna bucinator'	'NA'	'Ceratogymna bucinator'
31050	'Ceratogymna elata'	'Yellow-casqued Hornbill'	'Ceratogymna elata'
31060	'Ceratogymna fistulator'	'NA'	'Ceratogymna fistulator'
31070	'Ceratogymna subcylindricus'	'NA'	'Ceratogymna subcylindricus'
31080	'Cercococcyx mechowi'	'Dusky Long-tailed Cuckoo'	'Cercococcyx mechowi'
31090	'Cercococcyx olivinus'	'Olive Long-tailed Cuckoo'	'Cercococcyx olivinus'
31100	'Cercomela familiaris'	'Familiar Chat'	'Cercomela familiaris'
31110	'Cercotrichas hartlaubi'	'Brown-backed Scrub Robin'	'Cercotrichas hartlaubi'
31120	'Ceuthmochares aereus'	'Blue Malkoha'	'Ceuthmochares aereus'
31130	'Charadrius forbesi'	'sieweczka ciemna'	'Charadrius forbesi'
31140	'Charadrius tricollaris'	'Three-banded Plover'	'Charadrius tricollaris'
31150	'Chelictinia riocourii'	'Scissor-tailed kite'	'Chelictinia riocourii'
31160	'Chlorocichla simplex'	'Simple Greenbul'	'Chlorocichla simplex'
31170	'Chloropeta natalensis'	'NA'	'Chloropeta natalensis'
31180	'Chrysococcyx cupreus'	'African Emerald Cuckoo'	'Chrysococcyx cupreus'
31190	'Chrysococcyx flavigularis'	'Yellow-throated Cuckoo'	'Chrysococcyx flavigularis'
31200	'Circaetus cinerascens'	'Banded Snake-Eagle'	'Circaetus cinerascens'
31210	'Circaetus cinereus'	'Brown Snake-Eagle'	'Circaetus cinereus'
31220	'Cisticola anonymus'	'Chattering Cisticola'	'Cisticola anonymus'
31230	'Cisticola aridulus'	'Desert Cisticola'	'Cisticola aridulus'
31240	'Cisticola brachypterus'	'Short-winged Cisticola'	'Cisticola brachypterus'
31250	'Cisticola cantans'	'Singing Cisticola'	'Cisticola cantans'
31260	'Cisticola chubbi'	'Chubb\'s Cisticola'	'Cisticola chubbi'
31270	'Cisticola dorsti'	'NA'	'Cisticola dorsti'
31280	'Cisticola emini'	'Rock-loving Cisticola'	'Cisticola emini'
31290	'Cisticola erythrops'	'Red-faced Cisticola'	'Cisticola erythrops'
31300	'Cisticola eximius'	'Black-backed Cisticola'	'Cisticola eximius'
31310	'Cisticola galactotes'	'Winding Cisticola'	'Cisticola galactotes'
31320	'Cisticola lateralis'	'Whistling Cisticola'	'Cisticola lateralis'
31330	'Cisticola natalensis'	'Croaking Cisticola'	'Cisticola natalensis'
31340	'Cisticola robustus'	'Stout Cisticola'	'Cisticola robustus'
31350	'Cisticola ruficeps'	'Red-pate Cisticola'	'Cisticola ruficeps'
31360	'Cisticola rufus'	'Rufous Cisticola'	'Cisticola rufus'
31370	'Clamator levaillantii'	'Levaillant\'s Cuckoo'	'Clamator levaillantii'
31380	'Clytospiza monteiri'	'Brown Twinspot'	'Clytospiza monteiri'
31390	'Colius striatus'	'Speckled Mousebird'	'Colius striatus'
31400	'Columba arquatrix'	'Rameron Pigeon'	'Columba arquatrix'
31410	'Columba delegorguei'	'gołąb szarogłowy'	'Columba delegorguei'
31420	'Columba guinea'	'Speckled Pigeon'	'Columba guinea'
31430	'Columba unicincta'	'gołąb kongijski'	'Columba unicincta'
31440	'Coracias cyanogaster'	'Blue-bellied Roller'	'Coracias cyanogaster'
31450	'Coracias naevia'	'Rufous-crowned Roller'	'Coracias naevius'
31460	'Coracina azurea'	'Asurlarveeter'	'Coracina azurea'
31470	'Coracina caesia'	'Gray Cuckooshrike'	'Coracina caesia'
31480	'Coracina pectoralis'	'White-breasted Cuckooshrike'	'Coracina pectoralis'
31490	'Corvinella corvina'	'Yellow-billed Shrike'	'Corvinella corvina'
31500	'Corythaeola cristata'	'Great Blue Turaco'	'Corythaeola cristata'
31510	'Cossypha albicapilla'	'NA'	'Cossypha albicapilla'
31520	'Cossypha cyanocampter'	'Blue-shouldered Robin-Chat'	'Cossypha cyanocampter'
31530	'Cossypha isabellae'	'Mountain Robin-Chat'	'Cossypha isabellae'
31540	'Cossypha polioptera'	'Grey-winged Robin-Chat'	'Cossypha polioptera'
31550	'Cossyphicula roberti'	'White-bellied Robin-Chat'	'Cossyphicula roberti'
31560	'Coturnix adansonii'	'African blue quail'	'Coturnix adansonii'
31570	'Crecopsis egregia'	'NA'	'Crecopsis egregia'
31580	'Crinifer piscator'	'Western Plantain-eater'	'Crinifer piscator'
31590	'Criniger chloronotus'	'Eastern Bearded Greenbul'	'Criniger chloronotus'
31600	'Criniger olivaceus'	'Yellow-bearded Greenbul'	'Criniger olivaceus'
31610	'Cuculus clamosus'	'kukułka czarna'	'Cuculus clamosus'
31620	'Cuculus gularis'	'kukułka sawannowa'	'Cuculus gularis'
31630	'Cuculus solitarius'	'kukułka rdzawopierśna'	'Cuculus solitarius'
31640	'Cursorius temminckii'	'Temminck\'s Courser'	'Cursorius temminckii'
31650	'Dendropicos elachus'	'Little Grey Woodpecker'	'Dendropicos elachus'
31660	'Dendropicos elliotii'	'Elliot\'s Woodpecker'	'Dendropicos elliotii'
31670	'Dendropicos fuscescens'	'Cardinal Woodpecker'	'Dendropicos fuscescens'
31680	'Dendropicos gabonensis'	'Gabon Woodpecker'	'Dendropicos gabonensis'
31690	'Dendropicos goertae'	'African Gray Woodpecker'	'Dendropicos goertae'
31700	'Dendropicos obsoletus'	'Brown-backed Woodpecker'	'Dendropicos obsoletus'
31710	'Dendropicos poecilolaemus'	'Speckle-breasted Woodpecker'	'Dendropicos poecilolaemus'
31720	'Dendropicos pyrrhogaster'	'Eldbuksspett'	'Dendropicos pyrrhogaster'
31730	'Dendropicos xantholophus'	'Golden-crowned Woodpecker'	'Dendropicos xantholophus'
31740	'Dicrurus atripennis'	'Shining Drongo'	'Dicrurus atripennis'
31750	'Dicrurus ludwigii'	'Square-tailed Drongo'	'Dicrurus ludwigii'
31760	'Dicrurus modestus'	'Velvet-mantled Drongo'	'Dicrurus modestus'
31770	'Drymocichla incana'	'Red-winged Grey Warbler'	'Drymocichla incana'
31780	'Dryoscopus angolensis'	'Pink-footed Puffback'	'Dryoscopus angolensis'
31790	'Dryoscopus gambensis'	'Northern Puffback'	'Dryoscopus gambensis'
31800	'Dryoscopus sabini'	'Large-billed Puffback'	'Dryoscopus sabini'
31810	'Dryotriorchis spectabilis'	'African Serpent-Eagle'	'Dryotriorchis spectabilis'
31820	'Egretta ardesiaca'	'Black Heron'	'Egretta ardesiaca'
31830	'Elanus axillaris'	'kaniuk australijski'	'Elanus axillaris'
31840	'Elminia albiventris'	'White-bellied Crested-Flycatcher'	'Elminia albiventris'
31850	'Elminia nigromitrata'	'Dusky Crested Flycatcher'	'Elminia nigromitrata'
31860	'Emberiza affinis'	'Brown-rumped Bunting'	'Emberiza affinis'
31870	'Emberiza cabanisi'	'Cabanis\'s Bunting'	'Emberiza cabanisi'
31880	'Emberiza flaviventris'	'Golden-breasted Bunting'	'Emberiza flaviventris'
31890	'Ephippiorhynchus senegalensis'	'Saddle-billed Stork'	'Ephippiorhynchus senegalensis'
31900	'Eremomela badiceps'	'Rufous-crowned Eremomela'	'Eremomela badiceps'
31910	'Eremomela canescens'	'Green-backed Eremomela'	'Eremomela canescens'
31920	'Eremomela icteropygialis'	'Yellow-bellied Eremomela'	'Eremomela icteropygialis'
31930	'Eremomela pusilla'	'Senegal Eremomela'	'Eremomela pusilla'
31940	'Eremopterix leucotis'	'Chestnut-backed Sparrow-Lark'	'Eremopterix leucotis'
31950	'Erythrocercus mccallii'	'Chestnut-capped Flycatcher'	'Erythrocercus mccallii'
31960	'Estrilda caerulescens'	'Lavender Waxbill'	'Estrilda caerulescens'
31970	'Estrilda nonnula'	'Black-crowned Waxbill'	'Estrilda nonnula'
31980	'Estrilda paludicola'	'Fawn-breasted Waxbill'	'Estrilda paludicola'
31990	'Estrilda poliopareia'	'Anambra Waxbill'	'Estrilda poliopareia'
32000	'Euplectes ardens'	'Red-collared Widowbird'	'Euplectes ardens'
32010	'Euplectes axillaris'	'Fan-tailed Widowbird'	'Euplectes axillaris'
32020	'Euplectes capensis'	'Yellow Bishop'	'Euplectes capensis'
32030	'Euplectes hartlaubi'	'Marsh Widowbird'	'Euplectes hartlaubi'
32040	'Euplectes hordeaceus'	'Black-winged Red Bishop'	'Euplectes hordeaceus'
32050	'Euplectes macrourus'	'NA'	'Euplectes macrourus'
32060	'Eupodotis melanogaster'	'Black-bellied bustard'	'Eupodotis melanogaster'
32070	'Eupodotis ruficrista'	'NA'	'Eupodotis ruficrista'
32080	'Eupodotis senegalensis'	'White-bellied Bustard'	'Eupodotis senegalensis'
32090	'Eurystomus gularis'	'Blue-throated roller'	'Eurystomus gularis'
32100	'Euschistospiza dybowskii'	'Dybowski\'s Twinspot'	'Euschistospiza dybowskii'
32110	'Falco alopex'	'Fox Kestrel'	'Falco alopex'
32120	'Falco ardosiaceus'	'Gray Kestrel'	'Falco ardosiaceus'
32130	'Falco cuvierii'	'African Hobby'	'Falco cuvierii'
32140	'Fraseria ocreata'	'Fraser\'s Forest Flycatcher'	'Fraseria ocreata'
32150	'Galerida modesta'	'Sun Lark'	'Galerida modesta'
32160	'Gallinula angulata'	'Afrikaans waterhoen'	'Gallinula angulata'
32170	'Glareola cinerea'	'Grey Pratincole'	'Glareola cinerea'
32180	'Glareola nuchalis'	'Rock Pratincole'	'Glareola nuchalis'
32190	'Glaucidium perlatum'	'Pearl-spotted Owlet'	'Glaucidium perlatum'
32200	'Glaucidium sjostedti'	'Sjöstedt\'s Barred Owlet'	'Glaucidium sjostedti'
32210	'Gorsachius leuconotus'	'White-backed Night Heron'	'Gorsachius leuconotus'
32220	'Grus virgo'	'Demoiselle Crane'	'Grus virgo'
32230	'Guttera pucherani'	'Kenya guineafowl'	'Guttera pucherani'
32240	'Gymnobucco calvus'	'Naked-faced Barbet'	'Gymnobucco calvus'
32250	'Gymnobucco peli'	'Bristle-nosed Barbet'	'Gymnobucco peli'
32260	'Gypohierax angolensis'	'Palm-nut vulture'	'Gypohierax angolensis'
32270	'Gyps africanus'	'White-backed Vulture'	'Gyps africanus'
32280	'Halcyon badia'	'Łowiec czekoladowy'	'Halcyon badia'
32300	'Halcyon chelicuti'	'Striped Kingfisher'	'Halcyon chelicuti'
32310	'Halcyon malimbica'	'Blue-breasted Kingfisher'	'Halcyon malimbica'
32320	'Halcyon senegalensis'	'Woodland Kingfisher'	'Halcyon senegalensis'
32330	'Harpyhaliaetus coronatus'	'Buse couronnée'	'Harpyhaliaetus coronatus'
32340	'Heliolais erythroptera'	'NA'	'Heliolais erythroptera'
32350	'Hieraaetus ayresii'	'Orzełek plamisty'	'Hieraaetus ayresii'
32360	'Hieraaetus spilogaster'	'African Eagle'	'Hieraaetus spilogaster'
32370	'Himantornis haematopus'	'Nkulengu Rail'	'Himantornis haematopus'
32380	'Hirundo abyssinica'	'NA'	'Hirundo abyssinica'
32390	'Hirundo aethiopica'	'Ethiopian Swallow'	'Hirundo aethiopica'
32400	'Hirundo domicella'	'NA'	'Hirundo domicella'
32410	'Hirundo fuligula'	'African Rock Martin'	'Hirundo fuligula'
32420	'Hirundo leucosoma'	'Pied-winged Swallow'	'Hirundo leucosoma'
32430	'Hirundo nigrita'	'White-bibbed Swallow'	'Hirundo nigrita'
32440	'Hirundo preussi'	'NA'	'Hirundo preussi'
32450	'Hirundo semirufa'	'NA'	'Hirundo semirufa'
32460	'Hirundo senegalensis'	'NA'	'Hirundo senegalensis'
32470	'Hyliota flavigaster'	'Yellow-bellied Hyliota'	'Hyliota flavigaster'
32480	'Hyliota violacea'	'Violet-backed Hyliota'	'Hyliota violacea'
32490	'Hypergerus atriceps'	'Oriole Warbler'	'Hypergerus atriceps'
32500	'Illadopsis cleaveri'	'Blackcap Illadopsis'	'Illadopsis cleaveri'
32510	'Illadopsis fulvescens'	'Brown Illadopsis'	'Illadopsis fulvescens'
32520	'Illadopsis rufipennis'	'Pale-breasted Illadopsis'	'Illadopsis rufipennis'
32530	'Indicator exilis'	'Least Honeyguide'	'Indicator exilis'
32540	'Indicator indicator'	'Greater Honeyguide'	'Indicator indicator'
32550	'Indicator maculatus'	'Spotted Honeyguide'	'Indicator maculatus'
32560	'Indicator minor'	'Lesser Honeyguide'	'Indicator minor'
32570	'Indicator willcocksi'	'Willcocks\'s Honeyguide'	'Indicator willcocksi'
32580	'Ispidina lecontei'	'African Dwarf Kingfisher'	'Ispidina lecontei'
32590	'Ispidina picta'	'African Pygmy Kingfisher'	'Ispidina picta'
32600	'Ixobrychus sturmii'	'Dwarf Bittern'	'Ixobrychus sturmii'
32610	'Ixonotus guttatus'	'Spotted Greenbul'	'Ixonotus guttatus'
32620	'Jynx ruficollis'	'krętogłów afrykański'	'Jynx ruficollis'
