Code	Scientific	Common	Reverse
620	'Oceanodroma macrodactyla'	'Guadalupe Storm Petrel'	'Oceanodroma macrodactyla'
630	'Oceanodroma tristrami'	'Tristram\'s Storm Petrel'	'Oceanodroma tristrami'
639	'Oceanodroma sp.'	'Paiño danzarín'	'Oceanodroma'
640	'Phaethon aethereus'	'Red-billed Tropicbird'	'Phaethon aethereus'
650	'Phaethon rubricauda'	'Red-tailed Tropicbird'	'Phaethon rubricauda'
660	'Phaethon lepturus'	'White-tailed Tropicbird'	'Phaethon lepturus'
670	'Sula sula'	'Red-footed Booby'	'Sula sula'
680	'Sula dactylatra'	'Piquero blanco'	'Sula dactylatra'
690	'Sula nebouxii'	'Blue-footed Booby'	'Sula nebouxii'
700	'Sula leucogaster'	'Anseri bassano affinis fusca avis'	'Sula leucogaster'
710	'Sula bassana'	'Northern gannett'	'Sula bassana'
712	'Sula bassana capensis'	'Northern gannett'	'Sula bassana'
720	'Phalacrocorax carbo'	'Great Cormorant'	'Phalacrocorax carbo'
721	'Phalacrocorax carbo carbo'	'Corvo-marinho'	'Phalacrocorax carbo carbo'
722	'Phalacrocorax carbo sinensis'	'NA'	'Phalacrocorax carbo sinensis'
730	'Phalacrocorax capillatus'	'Japanese Cormorant'	'Phalacrocorax capillatus'
740	'Phalacrocorax perspicillatus'	'Pallas\'s Cormorant'	'Phalacrocorax perspicillatus'
750	'Phalacrocorax pelagicus'	'Pelagic Cormorant'	'Phalacrocorax pelagicus'
760	'Phalacrocorax urile'	'Red-faced Cormorant'	'Phalacrocorax urile'
770	'Phalacrocorax penicillatus'	'Brandt\'s cormorant'	'Phalacrocorax penicillatus'
780	'Phalacrocorax auritus'	'Double-crested cormorant'	'Phalacrocorax auritus'
790	'Phalacrocorax olivaceus'	'NA'	'Phalacrocorax olivaceus'
800	'Phalacrocorax aristotelis'	'European shag'	'Phalacrocorax aristotelis'
801	'Phalacrocorax aristotelis aristotelis'	'NA'	'Phalacrocorax aristotelis aristotelis'
802	'Phalacrocorax aristotelis desmarestii'	'NA'	'Phalacrocorax aristotelis desmarestii'
810	'Phalacrocorax nigrogularis'	'Socotra'	'Phalacrocorax nigrogularis'
820	'Phalacrocorax pygmeus'	'NA'	'Phalacrocorax pygmeus'
830	'Phalacrocorax africanus'	'Cormoran africain'	'Phalacrocorax africanus'
840	'Phalacrocorax niger'	'NA'	'Phalacrocorax niger'
849	'Phalacrocorax sp.'	'ウ属'	'Phalacrocorax'
850	'Anhinga anhinga'	'Anhinga'	'Anhinga anhinga'
860	'Anhinga melanogaster'	'Oriental Darter'	'Anhinga melanogaster'
870	'Pelecanus erythrorhynchos'	'American white pelican'	'Pelecanus erythrorhynchos'
880	'Pelecanus onocrotalus'	'Great White Pelican'	'Pelecanus onocrotalus'
890	'Pelecanus crispus'	'Dalmatian pelican'	'Pelecanus crispus'
900	'Pelecanus rufescens'	'Pink-backed Pelican'	'Pelecanus rufescens'
910	'Pelecanus occidentalis'	'Brown Pelican'	'Pelecanus occidentalis'
919	'Pelecanus sp.'	'Atotolin'	'Pelecanus'
920	'Fregata minor'	'Great Frigatebird'	'Fregata minor'
930	'Fregata magnificens'	'Magnificent Frigatebird'	'Fregata magnificens'
940	'Fregata ariel'	'Lesser Frigatebird'	'Fregata ariel'
950	'Botaurus stellaris'	'Bittern'	'Botaurus stellaris'
960	'Botaurus lentiginosus'	'American bittern'	'Botaurus lentiginosus'
970	'Ixobrychus exilis'	'Least Bittern'	'Ixobrychus exilis'
980	'Ixobrychus minutus'	'Little bittern'	'Ixobrychus minutus'
990	'Ixobrychus sinensis'	'Yellow Bittern'	'Ixobrychus sinensis'
1000	'Ixobrychus eurhythmus'	'Von Schrenck\'s Bittern'	'Ixobrychus eurhythmus'
1010	'Ixobrychus cinnamomeus'	'Chestnut bittern'	'Ixobrychus cinnamomeus'
1020	'Ardeirallus sturmii'	'NA'	'Ardeirallus sturmii'
1030	'Gorsachius goisagi'	'Japanese Night Heron'	'Gorsachius goisagi'
1040	'Nycticorax nycticorax'	'Black-crowned night heron'	'Nycticorax nycticorax'
1050	'Nycticorax caledonicus'	'Bittern'	'Nycticorax caledonicus'
1060	'Nycticorax violaceus'	'NA'	'Nycticorax violaceus'
1070	'Butorides striatus'	'Striated heron'	'Butorides striatus'
1080	'Ardeola ralloides'	'Squacco heron'	'Ardeola ralloides'
1090	'Ardeola grayii'	'Indian Pond-Heron'	'Ardeola grayii'
1100	'Ardeola bacchus'	'Chinese Pond-Heron'	'Ardeola bacchus'
1110	'Bubulcus ibis'	'Western cattle egret'	'Bubulcus ibis'
1120	'Hydranassa caerulea'	'NA'	'Hydranassa caerulea'
1130	'Hydranassa tricolor'	'NA'	'Hydranassa tricolor'
1140	'Hydranassa rufescens'	'NA'	'Hydranassa'
1150	'Egretta thula'	'Snowy egret'	'Egretta thula'
1160	'Egretta eulophotes'	'Chinese Egret'	'Egretta eulophotes'
1170	'Egretta sacra'	'Pacific reef egret'	'Egretta sacra'
1180	'Egretta gularis'	'Western Reef-Heron'	'Egretta gularis'
1181	'Egretta gularis gularis'	'NA'	'Egretta gularis gularis'
1182	'Egretta gularis schistacea'	'NA'	'Egretta gularis schistacea'
1190	'Egretta garzetta'	'Little egret'	'Egretta garzetta'
1200	'Egretta intermedia'	'NA'	'Egretta intermedia'
1210	'Egretta alba'	'NA'	'Egretta alba'
1219	'Egretta sp.'	'Chinese Egret'	'Egretta'
1220	'Ardea cinerea'	'common heron'	'Ardea cinerea'
1230	'Ardea herodias'	'Great blue heron'	'Ardea herodias'
1240	'Ardea purpurea'	'Purple heron'	'Ardea purpurea'
1250	'Ardea goliath'	'Goliath Heron'	'Ardea goliath'
1259	'Ardea sp.'	'アオサギ属'	'Ardea'
1260	'Scopus umbretta'	'Hamerkop'	'Scopus umbretta'
1270	'Mycteria americana'	'Wood Pelican'	'Mycteria americana'
1280	'Mycteria leucocephala'	'Painted Stork'	'Mycteria leucocephala'
1290	'Mycteria ibis'	'Yellow-billed Stork'	'Mycteria ibis'
1300	'Anastomus oscitans'	'Asian Openbill'	'Anastomus oscitans'
1310	'Ciconia nigra'	'Black stork'	'Ciconia nigra'
1320	'Ciconia abdimii'	'Abdim\'s Stork'	'Ciconia abdimii'
1330	'Ciconia episcopus'	'Woolly-necked Stork'	'Ciconia episcopus'
1340	'Ciconia ciconia'	'White Stork'	'Ciconia ciconia'
1349	'Ciconia sp.'	'White Stork'	'Ciconia'
1350	'Leptoptilos crumeniferus'	'marabou'	'Leptoptilos crumeniferus'
1360	'Plegadis falcinellus'	'Glossy Ibis'	'Plegadis falcinellus'
1370	'Plegadis chihi'	'White-faced Ibis'	'Plegadis chihi'
1380	'Eudocimus albus'	'White Ibis'	'Eudocimus albus'
1390	'Eudocimus ruber'	'Red Curlew'	'Eudocimus ruber'
1400	'Geronticus eremita'	'Bald Ibis'	'Geronticus eremita'
1410	'Nipponia nippon'	'Crested Ibis'	'Nipponia nippon'
1420	'Threskiornis aethiopicus'	'Sacred ibis'	'Threskiornis aethiopicus'
1430	'Threskiornis melanocephalus'	'Black-headed Ibis'	'Threskiornis melanocephalus'
1440	'Platalea leucorodia'	'Eurasian spoonbill'	'Platalea leucorodia'
1450	'Platalea minor'	'Black-faced Spoonbill'	'Platalea minor'
1460	'Platalea ajaja'	'Roseate Spoonbill'	'Platalea ajaja'
1470	'Phoenicopterus ruber'	'American Flamingo'	'Phoenicopterus ruber'
1471	'Phoenicopterus ruber ruber'	'Caribbean Flamingo'	'Phoenicopterus ruber ruber'
1472	'Phoenicopterus ruber roseus'	'NA'	'Phoenicopterus ruber roseus'
1480	'Phoenicopterus minor'	'NA'	'Phoenicopterus minor'
1490	'Dendrocygna bicolor'	'Fulvous Whistling-Duck'	'Dendrocygna bicolor'
1500	'Dendrocygna arborea'	'West Indian Whistling-Duck'	'Dendrocygna arborea'
1510	'Dendrocygna autumnalis'	'Black-bellied Whistling-Duck'	'Dendrocygna autumnalis'
1520	'Cygnus olor'	'Mute Swan'	'Cygnus olor'
1530	'Cygnus columbianus'	'Bewick\'s Swan'	'Cygnus columbianus'
1531	'Cygnus columbianus columbianus'	'アメリカコハクチョウ'	'Cygnus columbianus columbianus'
1532	'Cygnus columbianus bewickii'	'Bewick\'s swan'	'Cygnus columbianus bewickii'
1540	'Cygnus cygnus'	'Whooper Swan'	'Cygnus cygnus'
1550	'Cygnus buccinator'	'Trumpeter Swan'	'Cygnus buccinator'
1559	'Cygnus sp.'	'Whooper Swan'	'Cygnus'
1560	'Anser cygnoides'	'Swan Goose'	'Anser cygnoides'
1570	'Anser fabalis'	'Taiga bean goose'	'Anser fabalis'
1571	'Anser fabalis fabalis'	'Taiga Bean Goose'	'Anser fabalis fabalis'
1572	'Anser fabalis jonanseni'	'NA'	'Anser fabalis johanseni'
1573	'Anser fabalis neglecticus'	'Taiga bean goose'	'Anser fabalis'
1574	'Anser fabalis rossicus'	'NA'	'Anser fabalis rossicus'
1580	'Anser brachyrhynchus'	'Pink-footed goose'	'Anser brachyrhynchus'
1590	'Anser albifrons'	'Greater White-fronted Goose'	'Anser albifrons'
1591	'Anser albifrons albifrons'	'Eurasian White-fronted Goose'	'Anser albifrons albifrons'
1592	'Anser albifrons flavirostris'	'Greenland White-fronted Goose'	'Anser albifrons flavirostris'
1600	'Anser erythropus'	'Lesser white-fronted goose'	'Anser erythropus'
1610	'Anser anser'	'Greylag Goose'	'Anser anser'
1611	'Anser anser anser'	'Western Greylag Goose'	'Anser anser anser'
1612	'Anser anser rubrirostris'	'Eastern Graylag Goose'	'Anser anser rubrirostris'
1613	'Anser anser domestica'	'NA'	'Anser anser domesticus'
1620	'Anser indicus'	'Bar-headed goose'	'Anser indicus'
1630	'Anser caerulescens'	'Snow Goose'	'Anser caerulescens'
1631	'Anser caerulescens caerulescens'	'NA'	'Anser caerulescens caerulescens'
1632	'Anser caerulescens atlanticus'	'NA'	'Anser caerulescens atlanticus'
1640	'Anser rossii'	'Ross\'s Goose'	'Anser rossii'
1650	'Anser canagicus'	'Emperor Goose'	'Anser canagicus'
1659	'Anser spp.'	'Greylag Goose'	'Anser'
1660	'Branta canadensis'	'Canada goose'	'Branta canadensis'
1661	'Branta canadensis canadensis'	'NA'	'Branta canadensis canadensis'
1662	'Branta canadensis occidentalis'	'NA'	'Branta canadensis occidentalis'
1663	'Branta canadensis parvipes'	'NA'	'Branta canadensis parvipes'
1664	'Branta canadensis hutchinsii'	'NA'	'Branta canadensis hutchinsi'
1665	'Branta canadensis asiatica'	'NA'	'Branta canadensis asiatica'
1670	'Branta leucopsis'	'Barnacle Goose'	'Branta leucopsis'
1680	'Branta bernicla'	'Atlantic Brant'	'Branta bernicla'
1681	'Branta bernicla bernicla'	'Dark-bellied Brent Goose'	'Branta bernicla bernicla'
1682	'Branta bernicla hrota'	'Atlantic Brant'	'Branta bernicla hrota'
1683	'Branta bernicla nigricans'	'NA'	'Branta bernicla nigricans'
1690	'Branta ruficollis'	'Red-breasted goose'	'Branta ruficollis'
1699	'Branta sp.'	'コクガン属'	'Branta'
1700	'Alopochen aegyptiacus'	'NA'	'Alopochen aegyptiacus'
1710	'Tadorna ferruginea'	'Ruddy shelduck'	'Tadorna ferruginea'
1720	'Tadorna cristata'	'Crested Shelduck'	'Tadorna cristata'
1730	'Tadorna tadorna'	'Burrough Duck'	'Tadorna tadorna'
1740	'Plectropterus gambensis'	'Spur-winged goose'	'Plectropterus gambensis'
1750	'Cairina moschata'	'Muscovy duck'	'Cairina moschata'
1760	'Nettapus coromandelianus'	'Cotton Pygmy-goose'	'Nettapus coromandelianus'
1770	'Aix sponsa'	'Anas americanus cristatus elegans'	'Aix sponsa'
1780	'Aix galericulata'	'Mandarin Duck'	'Aix galericulata'
1790	'Anas penelope'	'Eurasian Wigeon'	'Anas penelope'
1800	'Anas americana'	'American Wigeon'	'Anas americana'
1810	'Anas falcata'	'Anatra falcata'	'Anas falcata'
1820	'Anas strepera'	'Gadwall'	'Anas strepera'
1830	'Anas formosa'	'Baikal teal'	'Anas formosa'
1840	'Anas crecca'	'Common Teal'	'Anas crecca'
1841	'Anas crecca crecca'	'NA'	'Anas crecca crecca'
1842	'Anas crecca carolinensis'	'NA'	'Anas crecca carolinensis'
1843	'Anas crecca nimia'	'NA'	'Anas crecca nimia'
1850	'Anas capensis'	'Cape Teal'	'Anas capensis'
1860	'Anas platyrhynchos'	'Mallard'	'Anas platyrhynchos'
1861	'Anas platyrhynchos platyrhynchos'	'マガモ'	'Anas platyrhynchos platyrhynchos'
1862	'Anas platyrhynchos conboschas'	'NA'	'Anas platyrhynchos conboschas'
1863	'Anas platyrhynchos domestica'	'NA'	'Anas platyrhynchos domesticus'
1870	'Anas rubripes'	'American black duck'	'Anas rubripes'
1880	'Anas poecilorhyncha'	'Indian Spot-billed Duck'	'Anas poecilorhyncha'
1890	'Anas acuta'	'Northern Pintail'	'Anas acuta'
1900	'Anas bahamensis'	'White-cheeked Pintail'	'Anas bahamensis'
1910	'Anas querquedula'	'Garganey'	'Anas querquedula'
1920	'Anas discors'	'Blue-winged teal'	'Anas discors'
1930	'Anas cyanoptera'	'cinnamon teal'	'Anas cyanoptera'
1940	'Anas clypeata'	'northern shoveler'	'Anas clypeata'
1949	'Anas sp.'	'マガモ属'	'Anas'
1950	'Marmaronetta angustirostris'	'Marbled Duck'	'Marmaronetta angustirostris'
1960	'Netta rufina'	'Red-crested pochard'	'Netta rufina'
1970	'Aythya valisineria'	'Canvasback'	'Aythya valisineria'
1980	'Aythya ferina'	'Common pochard'	'Aythya ferina'
1990	'Aythya americana'	'Redhead'	'Aythya americana'
2000	'Aythya collaris'	'Ring-necked duck'	'Aythya collaris'
2010	'Aythya baeri'	'Baer\'s Pochard'	'Aythya baeri'
2020	'Aythya nyroca'	'Ferruginous'	'Aythya nyroca'
2030	'Aythya fuligula'	'Tufted Duck'	'Aythya fuligula'
2040	'Aythya marila'	'Greater scaup'	'Aythya marila'
2050	'Aythya affinis'	'Lesser scaup'	'Aythya affinis'
2059	'Aythya sp.'	'Lesser scaup'	'Aythya'
2060	'Somateria mollissima'	'Common eider'	'Somateria mollissima'
2061	'Somateria mollissima mollissima'	'Common Eurasian Eider'	'Somateria mollissima mollissima'
2062	'Somateria mollissima faeroeensis'	'NA'	'Somateria mollissima faeroeensis'
2063	'Somateria mollissima borealis'	'NA'	'Somateria mollissima borealis'
2064	'Somateria mollissima nigrum'	'Common eider'	'Somateria mollissima'
2070	'Somateria spectabilis'	'King eider'	'Somateria spectabilis'
2080	'Somateria fischeri'	'Spectacled Eider'	'Somateria fischeri'
2089	'Somateria sp.'	'ケワタガモ属'	'Somateria'
2090	'Polysticta stelleri'	'Steller\'s eider'	'Polysticta stelleri'
2100	'Camptorhynchus labradorius'	'Labrador duck'	'Camptorhynchus labradorius'
2110	'Histrionicus histrionicus'	'Harlequin duck'	'Histrionicus histrionicus'
2120	'Clangula hyemalis'	'Long-tailed duck'	'Clangula hyemalis'
2130	'Melanitta nigra'	'Common scoter'	'Melanitta nigra'
2131	'Melanitta nigra nigra'	'NA'	'Melanitta nigra nigra'
2132	'Melanitta nigra americana'	'NA'	'Melanitta nigra americana'
2140	'Melanitta perspicillata'	'Surf scoter'	'Melanitta perspicillata'
2150	'Melanitta fusca'	'Velvet Scoter'	'Melanitta fusca'
2151	'Melanitta fusca fusca'	'NA'	'Melanitta fusca fusca'
2152	'Melanitta fusca deglandi'	'NA'	'Melanitta fusca deglandi'
2153	'Melanitta fusca stejnegeri'	'NA'	'Melanitta fusca stejnegeri'
2160	'Bucephala albeola'	'Anas minor purpureo capite'	'Bucephala albeola'
2170	'Bucephala islandica'	'Barrow\'s goldeneye'	'Bucephala islandica'
2180	'Bucephala clangula'	'Common goldeneye'	'Bucephala clangula'
2190	'Mergus cucullatus'	'NA'	'Mergus cucullatus'
2200	'Mergus albellus'	'NA'	'Mergus albellus'
2210	'Mergus serrator'	'Red-breasted merganser'	'Mergus serrator'
2220	'Mergus squamatus'	'Scaly-sided Merganser'	'Mergus squamatus'
2230	'Mergus merganser'	'Common merganser'	'Mergus merganser'
2239	'Mergus sp.'	'ウミアイサ属'	'Mergus'
2240	'Oxyura dominica'	'Pato enmascarado'	'Oxyura dominica'
2250	'Oxyura jamaicensis'	'Ruddy Duck'	'Oxyura jamaicensis'
2260	'Oxyura leucocephala'	'White-headed duck'	'Oxyura leucocephala'
2270	'Cathartes aura'	'Turkey Buzzard'	'Cathartes aura'
2280	'Coragyps atratus'	'Black Vulture'	'Coragyps atratus'
2290	'Gymnogyps californianus'	'California condor'	'Gymnogyps californianus'
2300	'Chondrohierax uncinatus'	'Hook-billed kite'	'Chondrohierax uncinatus'
2310	'Pernis apivorus'	'European honey buzzard'	'Pernis apivorus'
2320	'Pernis ptilorhyncus'	'Oriental honey-buzzard'	'Pernis ptilorhyncus'
2330	'Elanoides forficatus'	'Accipiter cauda furcata'	'Elanoides forficatus'
2340	'Elanus leucurus'	'White-tailed Kite'	'Elanus leucurus'
2350	'Elanus caeruleus'	'Black-shouldered kite'	'Elanus caeruleus'
2360	'Ictinia mississippiensis'	'Kentucky warbler'	'Ictinia mississippiensis'
2370	'Rostrhamus sociabilis'	'Snail Kite'	'Rostrhamus sociabilis'
2380	'Milvus migrans'	'Black Kite'	'Milvus migrans'
2390	'Milvus milvus'	'Black kite'	'Milvus milvus'
2399	'Milvus sp.'	'Black kite'	'Milvus'
2400	'Haliastur indus'	'Brahminy Kite'	'Haliastur indus'
2410	'Haliaeetus vocifer'	'African Fish-Eagle'	'Haliaeetus vocifer'
2420	'Haliaeetus leucoryphus'	'Pallas\'s Fish-Eagle'	'Haliaeetus leucoryphus'
2430	'Haliaeetus albicilla'	'White-tailed eagle'	'Haliaeetus albicilla'
2440	'Haliaeetus leucocephalus'	'Bald eagle'	'Haliaeetus leucocephalus'
2450	'Haliaeetus pelagicus'	'Steller\'s sea eagle'	'Haliaeetus pelagicus'
2460	'Gypaetus barbatus'	'Bearded vulture'	'Gypaetus barbatus'
2470	'Neophron percnopterus'	'Egyptian vulture'	'Neophron percnopterus'
2480	'Necrosyrtes monachus'	'Hooded vulture'	'Necrosyrtes monachus'
2490	'Gyps bengalensis'	'White-rumped vulture'	'Gyps bengalensis'
2500	'Gyps indicus'	'Indian Vulture'	'Gyps indicus'
2510	'Gyps fulvus'	'Eurasian griffon'	'Gyps fulvus'
2520	'Gyps himalayensis'	'Himalayan Griffon'	'Gyps himalayensis'
2530	'Gyps rueppellii'	'Rüppell\'s griffon'	'Gyps rueppellii'
2540	'Torgos tracheliotus'	'lappet-faced vulture'	'Torgos tracheliotus'
2550	'Aegypius monachus'	'Cinereous vulture'	'Aegypius monachus'
2560	'Circaetus gallicus'	'Short-toed snake eagle'	'Circaetus gallicus'
2570	'Terathopius ecaudatus'	'Bateleur'	'Terathopius ecaudatus'
2580	'Spilornis cheela'	'Crested serpent-eagle'	'Spilornis cheela'
2590	'Geranospiza caerulescens'	'Crane Hawk'	'Geranospiza caerulescens'
2600	'Circus aeruginosus'	'Western marsh harrier'	'Circus aeruginosus'
2610	'Circus cyaneus'	'Hen Harrier'	'Circus cyaneus'
2620	'Circus macrourus'	'Pallid Harrier'	'Circus macrourus'
2630	'Circus pygargus'	'Montagu\'s harrier'	'Circus pygargus'
2640	'Circus melanoleucus'	'Pied Harrier'	'Circus melanoleucos'
2649	'Circus sp.'	'American harrier'	'Circus'
2650	'Melierax metabates'	'Dark Chanting-Goshawk'	'Melierax metabates'
2660	'Micronisus gabar'	'Gabar goshawk'	'Micronisus gabar'
2670	'Accipiter gentilis'	'Queen Charlotte goshawk'	'Accipiter gentilis'
2680	'Accipiter virgatus'	'Besra'	'Accipiter virgatus'
2681	'Accipiter virgatus virgatus'	'NA'	'Accipiter virgatus virgatus'
2682	'Accipiter virgatus gularis'	'Besra'	'Accipiter virgatus'
2690	'Accipiter nisus'	'Eurasian Sparrowhawk'	'Accipiter nisus'
2692	'Accipiter nisus nisosimilis'	'NA'	'Accipiter nisus nisosimilis'
2700	'Accipiter striatus'	'Sharp-shinned hawk'	'Accipiter striatus'
2710	'Accipiter soloensis'	'Chinese Sparrowhawk'	'Accipiter soloensis'
2720	'Accipiter badius'	'Shikra'	'Accipiter badius'
2730	'Accipiter brevipes'	'Epervier à pieds courts'	'Accipiter brevipes'
2740	'Accipiter cooperii'	'Cooper\'s hawk'	'Accipiter cooperii'
2749	'Accipiter sp.'	'Akcipitroj'	'Accipiter'
2750	'Butastur teesa'	'White-eyed Buzzard'	'Butastur teesa'
2760	'Butastur indicus'	'Gray-faced Buzzard'	'Butastur indicus'
2770	'Buteogallus anthracinus'	'Common Black-Hawk'	'Buteogallus anthracinus'
2780	'Parabuteo unicinctus'	'Harris\'s hawk'	'Parabuteo unicinctus'
2790	'Buteo nitidus'	'Gray-lined Hawk'	'Buteo nitidus'
2800	'Buteo platypterus'	'Broad-winged hawk'	'Buteo platypterus'
2810	'Buteo lineatus'	'Red-shouldered hawk'	'Buteo lineatus'
2820	'Buteo swainsonii'	'Swainson\'s Hawk'	'Buteo swainsoni'
2830	'Buteo brachyurus'	'Short-tailed Hawk'	'Buteo brachyurus'
2840	'Buteo albicaudatus'	'Gavilán sabanero, gavilán coliblanco'	'Buteo albicaudatus'
2850	'Buteo albonotatus'	'Gavilán, gavilán colifajeado'	'Buteo albonotatus'
2860	'Buteo jamaicensis'	'Harlan\'s Hawk'	'Buteo jamaicensis'
2870	'Buteo buteo'	'Common buzzard'	'Buteo buteo'
2871	'Buteo buteo buteo'	'NA'	'Buteo buteo buteo'
2872	'Buteo buteo vulpinus'	'NA'	'Buteo buteo vulpinus'
2873	'Buteo buteo insularum'	'NA'	'Buteo buteo insularum'
2880	'Buteo rufinus'	'Long-legged buzzard'	'Buteo rufinus'
2890	'Buteo hemilasius'	'Upland Buzzard'	'Buteo hemilasius'
2900	'Buteo lagopus'	'Rough-legged Buzzard'	'Buteo lagopus'
2910	'Buteo regalis'	'ferruginous hawk'	'Buteo regalis'
2919	'Buteo spp.'	'Common buzzard'	'Buteo'
2920	'Aquila pomarina'	'Aigle pomarin'	'Aquila pomarina'
2930	'Aquila clanga'	'greater spotted eagle'	'Aquila clanga'
2940	'Aquila rapax'	'Tawny eagle'	'Aquila rapax'
2941	'Aquila rapax rapax'	'NA'	'Aquila rapax rapax'
2942	'Aquila rapax nipalensis'	'Tawny eagle'	'Aquila rapax'
2950	'Aquila heliaca'	'Eastern imperial eagle'	'Aquila heliaca'
2951	'Aquila heliaca heliaca'	'NA'	'Aquila heliaca heliaca'
2952	'Aquila heliaca adalberti'	'Spanish imperial eagle'	'Aquila heliaca adalberti'
2960	'Aquila chrysaetos'	'Golden Eagle'	'Aquila chrysaetos'
2970	'Aquila verreauxii'	'Aigle de Verreaux'	'Aquila verreauxii'
2979	'Aquila sp.'	'Tawny eagle'	'Aquila'
2980	'Hieraaetus pennatus'	'Booted eagle'	'Hieraaetus pennatus'
2990	'Hieraaetus fasciatus'	'Aigle de Bonelli'	'Hieraaetus fasciatus'
3000	'Spizaetus nipalensis'	'Mountain Hawk-eagle'	'Spizaetus nipalensis'
3010	'Pandion haliaetus'	'Fish hawk'	'Pandion haliaetus'
3020	'Polyborus plancus'	'Audubon\'s crested caracara'	'Polyborus plancus'
3030	'Falco naumanni'	'Lesser kestrel'	'Falco naumanni'
3040	'Falco tinnunculus'	'Common kestrel'	'Falco tinnunculus'
3050	'Falco sparverius'	'American kestrel'	'Falco sparverius'
3060	'Falco chicquera'	'Red-necked falcon'	'Falco chicquera'
3070	'Falco vespertinus'	'Red-footed falcon'	'Falco vespertinus'
3080	'Falco amurensis'	'Amur Falcon'	'Falco amurensis'
3090	'Falco columbarius'	'Merlin'	'Falco columbarius'
3092	'Falco columbarius subaesalon'	'NA'	'Falco columbarius subaesalon'
3100	'Falco subbuteo'	'Eurasian Hobby'	'Falco subbuteo'
3110	'Falco eleonorae'	'Eleonora\'s falcon'	'Falco eleonorae'
3120	'Falco concolor'	'Sooty falcon'	'Falco concolor'
3130	'Falco femoralis'	'Aplomado falcon'	'Falco femoralis'
3140	'Falco biarmicus'	'Lanner falcon'	'Falco biarmicus'
3150	'Falco jugger'	'Laggar Falcon'	'Falco jugger'
3160	'Falco cherrug'	'Saker falcon'	'Falco cherrug'
3170	'Falco altaicus'	'Eleonora\'s falcon'	'Falco'
3180	'Falco rusticolus'	'Gyrfalcon'	'Falco rusticolus'
3190	'Falco mexicanus'	'Prairie Falcon'	'Falco mexicanus'
3200	'Falco peregrinus'	'Peregrin falcon'	'Falco peregrinus'
3201	'Falco peregrinus peregrinus'	'Faucon pèlerin d\'Eurasie'	'Falco peregrinus peregrinus'
3202	'Falco peregrinus brookei'	'baharí'	'Falco peregrinus brookei'
3210	'Falco pelegrinoides'	'Barbary falcon'	'Falco pelegrinoides'
3219	'Falco sp.'	'Eleonora\'s falcon'	'Falco'
3220	'Ortalis vetula'	'Plain Chachalaca'	'Ortalis vetula'
3230	'Dendragapus falcipennis'	'NA'	'Dendragapus falcipennis'
3240	'Dendragapus canadensis'	'Nabaoo'	'Dendragapus canadensis'
3250	'Dendragapus obscurus'	'Dusky grouse'	'Dendragapus obscurus'
3260	'Bonasa bonasia'	'NA'	'Bonasa bonasia'
3270	'Bonasa sewerzowi'	'Chinese grouse'	'Bonasa sewerzowi'
3280	'Bonasa umbellus'	'Pheasant'	'Bonasa umbellus'
3290	'Lagopus lagopus'	'Gelabra d\'Escòcia'	'Lagopus lagopus'
3291	'Lagopus lagopus lagopus'	'NA'	'Lagopus lagopus lagopus'
3292	'Lagopus lagopus scoticus'	'Gelabra d\'Escòcia'	'Lagopus lagopus scotica'
3300	'Lagopus mutus'	'Ptarmigan'	'Lagopus mutus'
3310	'Lagopus leucurus'	'NA'	'Lagopus leucurus'
3320	'Tetrao tetrix'	'Black grouse'	'Tetrao tetrix'
3330	'Tetrao mlokosiewiczi'	'Caucasian Black Grouse'	'Tetrao mlokosiewiczi'
3340	'Tetrao parvirostris'	'NA'	'Tetrao parvirostris'
3350	'Tetrao urogallus'	'Western Capercaillie'	'Tetrao urogallus'
3360	'Tympanuchus cupido'	'Greater prairie chicken'	'Tympanuchus cupido'
3370	'Tympanuchus phasianellus'	'Sharp-tailed grouse'	'Tympanuchus phasianellus'
3380	'Centrocercus urophasianus'	'Greater sage grouse'	'Centrocercus urophasianus'
3390	'Callipepla picta'	'Kalipeploj'	'Callipepla'
3400	'Callipepla squamata'	'scaled quail'	'Callipepla squamata'
3410	'Callipepla californica'	'California Quail'	'Callipepla californica'
3420	'Callipepla gambelii'	'Gambel\'s Quail'	'Callipepla gambelii'
3430	'Callipepla douglasii'	'Elegant quail'	'Callipepla douglasii'
3440	'Philortyx fasciatus'	'Banded Quail'	'Philortyx fasciatus'
3450	'Colinus virginianus'	'Northern bobwhite'	'Colinus virginianus'
3460	'Cyrtonyx montezumae'	'Montezuma Quail'	'Cyrtonyx montezumae'
3470	'Lerwa lerwa'	'Snow Partridge'	'Lerwa lerwa'
3480	'Tetraophasis obscurus'	'Verreaux\'s Monal-Partridge'	'Tetraophasis obscurus'
3490	'Tetraophasis szechenyii'	'Szechenyi\'s Monal-Partridge'	'Tetraophasis szechenyii'
3500	'Tetraogallus caucasicus'	'Caucasian snowcock'	'Tetraogallus caucasicus'
3510	'Tetraogallus caspius'	'Caspian Snowcock'	'Tetraogallus caspius'
3520	'Tetraogallus himalayensis'	'Himalayan Snowcock'	'Tetraogallus himalayensis'
3530	'Tetraogallus tibetanus'	'Tibetan Snowcock'	'Tetraogallus tibetanus'
3540	'Tetraogallus altaicus'	'Altai Snowcock'	'Tetraogallus altaicus'
3550	'Alectoris chukar'	'Chukar Partridge'	'Alectoris chukar'
