Code	Scientific	Common	Reverse
3560	'Alectoris magna'	'Przevalski\'s Partridge'	'Alectoris magna'
3570	'Alectoris graeca'	'Rock partridge'	'Alectoris graeca'
3580	'Alectoris rufa'	'Red-legged partridge'	'Alectoris rufa'
3590	'Alectoris barbara'	'Barbary partridge'	'Alectoris barbara'
3600	'Alectoris philbyi'	'Philby\'s Partridge'	'Alectoris philbyi'
3610	'Alectoris melanocephala'	'Arabian Partridge'	'Alectoris melanocephala'
3620	'Ammoperdix griseogularis'	'See-see Partridge'	'Ammoperdix griseogularis'
3630	'Ammoperdix heyi'	'Sand Partridge'	'Ammoperdix heyi'
3640	'Francolinus francolinus'	'Black Francolin'	'Francolinus francolinus'
3650	'Francolinus pondicerianus'	'Gray Francolin'	'Francolinus pondicerianus'
3660	'Francolinus bicalcaratus'	'NA'	'Francolinus bicalcaratus'
3670	'Perdix perdix'	'Grey partridge'	'Perdix perdix'
3680	'Perdix dauuricae'	'NA'	'Perdix dauuricae'
3690	'Perdix hodgsoniae'	'Tibetan Partridge'	'Perdix hodgsoniae'
3699	'Perdix sp.'	'鳩斑原天竺鯛'	'Perdix'
3700	'Coturnix coturnix'	'Common quail'	'Coturnix coturnix'
3710	'Coturnix japonica'	'Japanese Quail'	'Coturnix japonica'
3720	'Perdicula asiatica'	'Jungle Bush Quail'	'Perdicula asiatica'
3730	'Arborophila torqueola'	'Hill Partridge'	'Arborophila torqueola'
3740	'Arborophila rufogularis'	'Rufous-throated Partridge'	'Arborophila rufogularis'
3750	'Arborophila rufipectus'	'Sichuan Partridge'	'Arborophila rufipectus'
3760	'Bambusicola thoracica'	'NA'	'Bambusicola thoracica'
3770	'Ithaginis cruentus'	'Blood pheasant'	'Ithaginis cruentus'
3780	'Tragopan melanocephalus'	'Western tragopan'	'Tragopan melanocephalus'
3790	'Tragopan satyra'	'Satyr tragopan'	'Tragopan satyra'
3800	'Tragopan blythii'	'Blyth\'s Tragopan'	'Tragopan blythii'
3810	'Tragopan temminckii'	'Temminck\'s Tragopan'	'Tragopan temminckii'
3820	'Pucrasia macrolopha'	'Koklass pheasant'	'Pucrasia macrolopha'
3830	'Lophophorus impejanus'	'Himalayan Monal'	'Lophophorus impejanus'
3840	'Lophophorus sclateri'	'Sclater\'s Monal'	'Lophophorus sclateri'
3850	'Lophophorus lhuysii'	'Chinese Monal'	'Lophophorus lhuysii'
3860	'Gallus gallus'	'Gamecock'	'Gallus gallus'
3870	'Lophura leucomelana'	'NA'	'Lophura leucomelana'
3880	'Crossoptilon crossoptilon'	'White Eared Pheasant'	'Crossoptilon crossoptilon'
3890	'Crossoptilon mantchuricum'	'Brown Eared Pheasant'	'Crossoptilon mantchuricum'
3900	'Crossoptilon auritum'	'Blue Eared Pheasant'	'Crossoptilon auritum'
3910	'Catreus wallichii'	'Cheer pheasant'	'Catreus wallichii'
3920	'Syrmaticus soemmerringii'	'Copper Pheasant'	'Syrmaticus soemmerringii'
3930	'Syrmaticus reevesii'	'Reeves\'s Pheasant'	'Syrmaticus reevesii'
3940	'Phasianus colchicus'	'Ring-necked Pheasant'	'Phasianus colchicus'
3950	'Phasianus versicolor'	'Common pheasant'	'Phasianus versicolor'
3960	'Chrysolophus pictus'	'Golden Pheasant'	'Chrysolophus pictus'
3970	'Chrysolophus amherstiae'	'Lady Amherst\'s Pheasant'	'Chrysolophus amherstiae'
3980	'Numida meleagris'	'Helmeted Guineafowl'	'Numida meleagris'
3990	'Meleagris gallopavo'	'Common turkey'	'Meleagris gallopavo'
4000	'Turnix sylvatica'	'NA'	'Turnix sylvatica'
4010	'Turnix tanki'	'Yellow-legged Buttonquail'	'Turnix tanki'
4020	'Turnix suscitator'	'Barred buttonquail'	'Turnix suscitator'
4030	'Rallina eurizonoides'	'Slaty-legged Crake'	'Rallina eurizonoides'
4040	'Rallus longirostris'	'Clapper rail'	'Rallus longirostris'
4050	'Rallus elegans'	'King rail'	'Rallus elegans'
4060	'Rallus limicola'	'Virginia rail'	'Rallus limicola'
4070	'Rallus aquaticus'	'Water rail'	'Rallus aquaticus'
4080	'Porzana porzana'	'Spotted crake'	'Porzana porzana'
4090	'Porzana carolina'	'Rail'	'Porzana carolina'
4100	'Porzana parva'	'Kleines Sumpfhuhn'	'Porzana parva'
4110	'Porzana pusilla'	'Baillon\'s Crake'	'Porzana pusilla'
4120	'Porzana marginalis'	'NA'	'Porzana marginalis'
4130	'Porzana cinerea'	'White-browed Crake'	'Porzana cinerea'
4140	'Porzana fusca'	'Ruddy-breasted Crake'	'Porzana fusca'
4150	'Porzana paykullii'	'Band-bellied Crake'	'Porzana paykullii'
4160	'Porzana bicolor'	'Black-tailed Crake'	'Porzana bicolor'
4169	'Porzana sp.'	'Spotted crake'	'Porzana'
4170	'Coturnicops exquisita'	'Swinhoe\'s Rail'	'Coturnicops exquisitus'
4180	'Coturnicops noveboracensis'	'Yellow Rail'	'Coturnicops noveboracensis'
4190	'Laterallus jamaicensis'	'Polluela negra'	'Laterallus jamaicensis'
4200	'Limnocorax flavirostra'	'NA'	'Limnocorax flavirostra'
4210	'Crex crex'	'Corn crake'	'Crex crex'
4220	'Amaurornis akool'	'Brown Crake'	'Amaurornis akool'
4230	'Amaurornis phoenicurus'	'White-breasted Waterhen'	'Amaurornis phoenicurus'
4240	'Gallinula chloropus'	'Common moorhen'	'Gallinula chloropus'
4250	'Porphyrula alleni'	'NA'	'Porphyrula alleni'
4260	'Porphyrula martinica'	'NA'	'Porphyrula martinica'
4270	'Porphyrio porphyrio'	'Purple swamphen'	'Porphyrio porphyrio'
4271	'Porphyrio porphyrio porphyrio'	'NA'	'Porphyrio porphyrio porphyrio'
4272	'Porphyrio porphyrio madagascariensis'	'NA'	'Porphyrio porphyrio madagascariensis'
4273	'Porphyrio (porphyrio) poliocephalus'	'Purple swamphen'	'Porphyrio'
4280	'Gallicrex cinerea'	'Watercock'	'Gallicrex cinerea'
4290	'Fulica atra'	'Common coot'	'Fulica atra'
4300	'Fulica americana'	'American coot'	'Fulica americana'
4310	'Fulica cristata'	'Red-knobbed Coot'	'Fulica cristata'
4320	'Aramus guarauna'	'Limpkin'	'Aramus guarauna'
4330	'Grus grus'	'Common crane'	'Grus grus'
4340	'Grus nigricollis'	'Black-necked Crane'	'Grus nigricollis'
4350	'Grus monacha'	'Hooded Crane'	'Grus monacha'
4360	'Grus canadensis'	'sandhill crane'	'Grus canadensis'
4370	'Grus vipio'	'White-naped crane'	'Grus vipio'
4380	'Grus japonensis'	'Red-crowned Crane'	'Grus japonensis'
4390	'Grus americana'	'Whooping crane'	'Grus americana'
4400	'Grus leucogeranus'	'Siberian crane'	'Grus leucogeranus'
4409	'Grus sp.'	'Common crane'	'Grus'
4410	'Anthropoides virgo'	'Demoiselle Crane'	'Anthropoides virgo'
4420	'Tetrax tetrax'	'LIttle bustard'	'Tetrax tetrax'
4430	'Neotis denhami'	'Denham\'s Bustard'	'Neotis denhami'
4440	'Chlamydotis undulata'	'Houbara bustard'	'Chlamydotis undulata'
4441	'Chlamydotis undulata undulata'	'NA'	'Chlamydotis undulata undulata'
4442	'Chlamydotis undulata macqueenii'	'NA'	'Chlamydotis undulata macqueenii'
4443	'Chlamydotis undulata fuertaventurae'	'NA'	'Chlamydotis undulata fuertaventurae'
4450	'Ardeotis arabs'	'Arabian Bustard'	'Ardeotis arabs'
4460	'Otis tarda'	'Great Bustard'	'Otis tarda'
4470	'Hydrophasianus chirurgus'	'Pheasant-tailed jacana'	'Hydrophasianus chirurgus'
4480	'Jacana spinosa'	'Northern Jacana'	'Jacana spinosa'
4490	'Rostratula benghalensis'	'Goldschnepfe'	'Rostratula benghalensis'
4500	'Haematopus ostralegus'	'Eurasian oystercatcher'	'Haematopus ostralegus'
4510	'Haematopus palliatus'	'American oystercatcher'	'Haematopus palliatus'
4520	'Haematopus bachmani'	'Black Oystercatcher'	'Haematopus bachmani'
4530	'Haematopus moquini'	'African oystercatcher'	'Haematopus moquini'
4540	'Ibidorhyncha struthersii'	'Ibisbill'	'Ibidorhyncha struthersii'
4550	'Himantopus himantopus'	'Black-winged stilt'	'Himantopus himantopus'
4560	'Recurvirostra avosetta'	'Pied avocet'	'Recurvirostra avosetta'
4570	'Recurvirostra americana'	'American avocet'	'Recurvirostra americana'
4580	'Dromas ardeola'	'Crab plover'	'Dromas ardeola'
4590	'Burhinus oedicnemus'	'Eurasian thick-knee'	'Burhinus oedicnemus'
4600	'Burhinus senegalensis'	'Oedicnème du Sénégal'	'Burhinus senegalensis'
4610	'Burhinus capensis'	'Spotted thick-knee'	'Burhinus capensis'
4620	'Esacus recurvirostris'	'Great Stone-curlew'	'Esacus recurvirostris'
4630	'Pluvianus aegyptius'	'Crocodile-bird'	'Pluvianus aegyptius'
4640	'Cursorius cursor'	'Cream-colored courser'	'Cursorius cursor'
4650	'Glareola pratincola'	'Collared pratincole'	'Glareola pratincola'
4660	'Glareola maldivarum'	'Glaréole orientale'	'Glareola maldivarum'
4670	'Glareola nordmanni'	'Black-winged Pratincole'	'Glareola nordmanni'
4680	'Glareola lactea'	'Small Pratincole'	'Glareola lactea'
4689	'Glareola sp.'	'Glareolo'	'Glareola'
4690	'Charadrius dubius'	'Little ringed plover'	'Charadrius dubius'
4700	'Charadrius hiaticula'	'Common ringed plover'	'Charadrius hiaticula'
4701	'Charadrius hiaticula hiaticula'	'NA'	'Charadrius hiaticula hiaticula'
4702	'Charadrius hiaticula tundrae'	'Tundra Ringed Plover'	'Charadrius hiaticula tundrae'
4710	'Charadrius semipalmatus'	'Semipalmated Plover'	'Charadrius semipalmatus'
4720	'Charadrius placidus'	'Long-billed Plover'	'Charadrius placidus'
4730	'Charadrius wilsonia'	'Wilson\'s Plover'	'Charadrius wilsonia'
4740	'Charadrius vociferus'	'Killdeer'	'Charadrius vociferus'
4750	'Charadrius melodus'	'Piping plover'	'Charadrius melodus'
4760	'Charadrius pecuarius'	'Kittlitz\'s plover'	'Charadrius pecuarius'
4770	'Charadrius alexandrinus'	'Kentish plover'	'Charadrius alexandrinus'
4780	'Charadrius mongolus'	'Lesser sand plover'	'Charadrius mongolus'
4781	'Charadrius mongolus mongolus'	'NA'	'Charadrius mongolus mongolus'
4782	'Charadrius mongolus pamirensis'	'NA'	'Charadrius mongolus pamirensis'
4783	'Charadrius mongolus atrifrons'	'NA'	'Charadrius mongolus atrifrons'
4784	'Charadrius mongolus schaeferi'	'NA'	'Charadrius mongolus schaeferi'
4785	'Charadrius mongolus stegmanni'	'メダイチドリ'	'Charadrius mongolus stegmanni'
4790	'Charadrius leschenaultii'	'Greater sand plover'	'Charadrius leschenaultii'
4800	'Charadrius asiaticus'	'Caspian plover'	'Charadrius asiaticus'
4810	'Charadrius veredus'	'Oriental Plover'	'Charadrius veredus'
4820	'Charadrius morinellus'	'Eurasian Dotterel'	'Charadrius morinellus'
4830	'Charadrius montanus'	'Mountain Plover'	'Charadrius montanus'
4839	'Charadrius sp.'	'sainthelenantylli'	'Charadrius'
4840	'Pluvialis dominica'	'American golden plover'	'Pluvialis dominica'
4841	'Pluvialis dominica dominica'	'NA'	'Pluvialis dominica dominica'
4842	'Pluvialis dominica fulva'	'NA'	'Pluvialis dominica fulva'
4850	'Pluvialis apricaria'	'European golden plover'	'Pluvialis apricaria'
4851	'Pluvialis apricaria apricaria'	'NA'	'Pluvialis apricaria apricaria'
4852	'Pluvialis apricaria altifrons'	'NA'	'Pluvialis apricaria altifrons'
4860	'Pluvialis squatarola'	'Black-bellied plover'	'Pluvialis squatarola'
4870	'Hoplopterus spinosus'	'NA'	'Hoplopterus spinosus'
4880	'Hoplopterus tectus'	'NA'	'Hoplopterus tectus'
4890	'Hoplopterus cinereus'	'NA'	'Hoplopterus'
4900	'Hoplopterus indicus'	'NA'	'Hoplopterus indicus'
4910	'Chettusia gregaria'	'NA'	'Chettusia gregaria'
4920	'Chettusia leucura'	'NA'	'Chettusia leucurus'
4930	'Vanellus vanellus'	'Lapwing'	'Vanellus vanellus'
4940	'Aphriza virgata'	'Chorlito de rompientes'	'Aphriza virgata'
4950	'Calidris tenuirostris'	'Great knot'	'Calidris tenuirostris'
4960	'Calidris canutus'	'Red knot'	'Calidris canutus'
4961	'Calidris canutus canutus'	'NA'	'Calidris canutus canutus'
4962	'Calidris canutus islandicus'	'NA'	'Calidris canutus islandica'
4970	'Calidris alba'	'Sanderling'	'Calidris alba'
4980	'Calidris pusilla'	'Semipalmated sandpiper'	'Calidris pusilla'
4990	'Calidris mauri'	'Western Sandpiper'	'Calidris mauri'
5000	'Calidris ruficollis'	'Red-necked Stint'	'Calidris ruficollis'
5010	'Calidris minuta'	'Little stint'	'Calidris minuta'
5020	'Calidris temminckii'	'Temminck\'s stint'	'Calidris temminckii'
5030	'Calidris subminuta'	'Bécasseau à longs doigts'	'Calidris subminuta'
5040	'Calidris minutilla'	'Least sandpiper'	'Calidris minutilla'
5050	'Calidris fuscicollis'	'White-rumped Sandpiper'	'Calidris fuscicollis'
5060	'Calidris bairdii'	'Baird\'s Sandpiper'	'Calidris bairdii'
5070	'Calidris melanotos'	'Pectoral Sandpiper'	'Calidris melanotos'
5080	'Calidris acuminata'	'Sharp-tailed sandpiper'	'Calidris acuminata'
5090	'Calidris ferruginea'	'Curlew sandpiper'	'Calidris ferruginea'
5100	'Calidris maritima'	'Purple sandpiper'	'Calidris maritima'
5110	'Calidris ptilocnemis'	'Rock Sandpiper'	'Calidris ptilocnemis'
5120	'Calidris alpina'	'Dunlin'	'Calidris alpina'
5121	'Calidris alpina alpina'	'NA'	'Calidris alpina alpina'
5122	'Calidris alpina arctica'	'NA'	'Calidris alpina arctica'
5123	'Calidris alpina schinzii'	'NA'	'Calidris alpina schinzii'
5128	'Calidris alpina schinzii / arctica'	'NA'	'Calidris alpina schinzii'
5129	'Calidris spp.'	'Curlew sandpiper'	'Calidris'
5130	'Eurynorhynchus pygmeus'	'Spoon-billed sandpiper'	'Eurynorhynchus pygmeus'
5140	'Limicola falcinellus'	'Broad-billed Sandpiper'	'Limicola falcinellus'
5150	'Micropalama himantopus'	'NA'	'Micropalama himantopus'
5160	'Tryngites subruficollis'	'Buff-breasted sandpiper'	'Tryngites subruficollis'
5170	'Philomachus pugnax'	'Ruff'	'Philomachus pugnax'
5180	'Lymnocryptes minimus'	'Jack snipe'	'Lymnocryptes minimus'
5190	'Gallinago gallinago'	'Common snipe'	'Gallinago gallinago'
5191	'Gallinago gallinago gallinago'	'NA'	'Gallinago gallinago gallinago'
5192	'Gallinago gallinago delicata'	'NA'	'Gallinago gallinago delicata'
5193	'Gallinago gallinago faeroeensis'	'NA'	'Gallinago gallinago faeroeensis'
5200	'Gallinago media'	'Great snipe'	'Gallinago media'
5210	'Gallinago stenura'	'Pin-tailed snipe'	'Gallinago stenura'
5220	'Gallinago megala'	'Swinhoe\'s Snipe'	'Gallinago megala'
5230	'Gallinago hardwickii'	'Latham\'s Snipe'	'Gallinago hardwickii'
5240	'Gallinago solitaria'	'Solitary Snipe'	'Gallinago solitaria'
5250	'Gallinago nemoricola'	'Wood Snipe'	'Gallinago nemoricola'
5260	'Limnodromus griseus'	'Brownback'	'Limnodromus griseus'
5270	'Limnodromus scolopaceus'	'Long-billed Dowitcher'	'Limnodromus scolopaceus'
5280	'Limnodromus semipalmatus'	'Asian Dowitcher'	'Limnodromus semipalmatus'
5290	'Scolopax rusticola'	'Eurasian woodcock'	'Scolopax rusticola'
5300	'Scolopax mira'	'Amami Woodcock'	'Scolopax mira'
5310	'Scolopax minor'	'American woodcock'	'Scolopax minor'
5320	'Limosa limosa'	'Black-tailed godwit'	'Limosa limosa'
5321	'Limosa limosa limosa'	'Maçarico-de-bico-direito'	'Limosa limosa limosa'
