"Code" "Name" "Rev" "Common"
"32630" "Kakamega poliothorax" "Kakamega poliothorax" "Grey-chested Babbler"
"32640" "Kaupifalco monogrammicus" "Kaupifalco monogrammicus" "Lizard buzzard"
"32650" "Kupeornis gilberti" "Kupeornis gilberti" "NA"
"32660" "Lagonosticta larvata" "Lagonosticta larvata" "Black-faced Firefinch"
"32670" "Lagonosticta rara" "Lagonosticta rara" "Black-bellied Firefinch"
"32680" "Lagonosticta rubricata" "Lagonosticta rubricata" "African Firefinch"
"32690" "Lagonosticta rufopicta" "Lagonosticta rufopicta" "Bar-breasted Firefinch"
"32700" "Lagonosticta sanguinodorsalis" "Lagonosticta sanguinodorsalis" "Rock Firefinch"
"32710" "Lamprotornis caudatus" "Lamprotornis caudatus" "Long-tailed Glossy Starling"
"32720" "Lamprotornis chalcurus" "Lamprotornis chalcurus" "Bronze-tailed Starling"
"32730" "Lamprotornis chalybaeus" "Lamprotornis chalybaeus" "Greater Blue-eared Starling"
"32740" "Lamprotornis chloropterus" "Lamprotornis chloropterus" "Lesser Blue-eared Starling"
"32750" "Lamprotornis pulcher" "Lamprotornis pulcher" "Chestnut-bellied Starling"
"32760" "Lamprotornis purpureiceps" "Lamprotornis purpureiceps" "NA"
"32770" "Lamprotornis purpureus" "Lamprotornis purpureus" "Purple Starling"
"32780" "Lamprotornis splendidus" "Lamprotornis splendidus" "Splendid Starling"
"32790" "Laniarius atrococcineus" "Laniarius atrococcineus" "Crimson-breasted Gonolek"
"32800" "Laniarius atroflavus" "Laniarius atroflavus" "Yellow-breasted Boubou"
"32810" "Laniarius barbarus" "Laniarius barbarus" "Common Gonolek"
"32820" "Laniarius erythrogaster" "Laniarius erythrogaster" "Black-headed Gonolek"
"32830" "Laniarius fuelleborni" "Laniarius fuelleborni" "Fuelleborn's Boubou"
"32840" "Laniarius leucorhynchus" "Laniarius leucorhynchus" "Sooty Boubou"
"32850" "Laniarius luehderi" "Laniarius luehderi" "Luehder's Bushshrike"
"32860" "Laniarus barbarus" "Laniarius barbarus" "Common Gonolek"
"32870" "Lanius collaris" "Lanius collaris" "Common Fiscal"
"32880" "Lanius excubitoroides" "Lanius excubitoroides" "Gray-backed Fiscal"
"32890" "Lanius gubernator" "Lanius gubernator" "Emin's Shrike"
"32900" "Lanius mackinnoni" "Lanius mackinnoni" "Mackinnon's Shrike"
"32910" "Lanius meridionalis" "Lanius meridionalis" "Southern Gray Shrike"
"32920" "Linurgus olivaceus" "Linurgus olivaceus" "Oriole Finch"
"32930" "Lonchura cantans" "Lonchura cantans" "African Silverbill"
"32940" "Lophaetus occipitalis" "Lophaetus occipitalis" "Long-crested Eagle"
"32950" "Lybius bidentatus" "Lybius bidentatus" "Double-toothed Barbet"
"32960" "Lybius leucocephalus" "Lybius leucocephalus" "White-headed Barbet"
"32970" "Lybius vieilloti" "Lybius vieilloti" "Vieillot's Barbet"
"32980" "Macheiramphus alcinus" "Macheiramphus alcinus" "gackożer"
"32990" "Macrodipteryx longipennis" "Macrodipteryx longipennis" "NA"
"33000" "Macrodipteryx vexillarius" "Macrodipteryx vexillarius" "NA"
"33010" "Macrosphenus flavicans" "Macrosphenus flavicans" "Yellow Longbill"
"33020" "Macrosphenus kempi" "Macrosphenus kempi" "Kemp's Longbill"
"33030" "Malaconotus blanchoti" "Malaconotus blanchoti" "Gray-headed Bushshrike"
"33040" "Malaconotus cruentus" "Malaconotus cruentus" "Fiery-breasted Bushshrike"
"33050" "Malaconotus gladiator" "Malaconotus gladiator" "Green-breasted Bushshrike"
"33060" "Malaconotus sulfureopecous" "Malaconotus" "Krūmyninės medšarkės"
"33070" "Malimbus erythrogaster" "Malimbus erythrogaster" "Red-bellied Malimbe"
"33080" "Malimbus ibadanensis" "Malimbus ibadanensis" "Ibadan Malimbe"
"33090" "Malimbus malimbicus" "Malimbus malimbicus" "Crested Malimbe"
"33100" "Malimbus racheliae" "Malimbus racheliae" "Rachel's Malimbe"
"33110" "Malimbus rubricollis" "Malimbus rubricollis" "Red-headed Malimbe"
"33120" "Malimbus scutatus" "Malimbus scutatus" "Red-vented Malimbe"
"33130" "Mandingoa nitidula" "Mandingoa nitidula" "Green Twinspot"
"33140" "Megaceryle maxima" "Megaceryle maxima" "Giant Kingfisher"
"33150" "Melichneutes robustus" "Melichneutes robustus" "Lyre-tailed Honeyguide"
"33160" "Melierax gabar" "Melierax gabar" "Gabar goshawk"
"33170" "Melocichla mentalis" "Melocichla mentalis" "Moustached Grass Warbler"
"33180" "Merops breweri" "Merops breweri" "Black-headed Bee-eater"
"33190" "Merops bulocki" "Merops bulocki" "Red-throated Bee-eater"
"33200" "Merops gularis" "Merops gularis" "Black Bee-eater"
"33210" "Merops hirundineus" "Merops hirundineus" "Swallow-tailed bee-eater"
"33220" "Merops malimbicus" "Merops malimbicus" "Rosy Bee-eater"
"33230" "Merops muelleri" "Merops muelleri" "Blue-headed Bee-eater"
"33240" "Merops nubicus" "Merops nubicus" "Northern Carmine Bee-eater"
"33250" "Merops pusillus" "Merops pusillus" "Little Bee-eater"
"33260" "Merops variegatus" "Merops variegatus" "Blue-breasted Bee-eater"
"33270" "Microparra capensis" "Microparra capensis" "Lesser Jacana"
"33280" "Mirafra africana" "Mirafra africana" "Rufous-naped Lark"
"33290" "Mirafra rufocinnamomea" "Mirafra rufocinnamomea" "Flappet Lark"
"33300" "Morus capensis" "Morus capensis" "Cape Gannet"
"33310" "Motacilla clara" "Motacilla clara" "Mountain Wagtail"
"33320" "Muscicapa adusta" "Muscicapa adusta" "Dusky-brown Flycatcher"
"33330" "Muscicapa aquatica" "Muscicapa aquatica" "Swamp Flycatcher"
"33340" "Muscicapa cassini" "Muscicapa cassini" "Cassin's Flycatcher"
"33350" "Muscicapa comitata" "Muscicapa comitata" "Dusky-blue Flycatcher"
"33360" "Muscicapa epulata" "Muscicapa epulata" "Little Grey Flycatcher"
"33370" "Muscicapa infuscata" "Muscicapa infuscata" "Sooty Flycatcher"
"33380" "Muscicapa olivascens" "Muscicapa olivascens" "Olivaceous Flycatcher"
"33390" "Muscicapa sethsmithi" "Muscicapa sethsmithi" "Yellow-footed Flycatcher"
"33400" "Muscicapa tessmanni" "Muscicapa tessmanni" "Tessmann's Flycatcher"
"33410" "Muscicapa ussheri" "Muscicapa ussheri" "Ussher's Flycatcher"
"33420" "Musophaga violacea" "Musophaga violacea" "Royal Cuckow"
"33430" "Myioparus griseigularis" "Myioparus griseigularis" "Grey-throated Tit-Flycatcher"
"33440" "Myrmecocichla albifrons" "Myrmecocichla albifrons" "NA"
"33450" "Myrmecocichla nigra" "Myrmecocichla nigra" "Sooty Chat"
"33460" "Neafrapus cassini" "Neafrapus cassini" "Cassin's Spinetail"
"33470" "Nectarinia adelberti" "Nectarinia adelberti" "NA"
"33480" "Nectarinia batesi" "Nectarinia batesi" "NA"
"33490" "Nectarinia bouvieri" "Nectarinia bouvieri" "NA"
"33500" "Nectarinia chloropygia" "Nectarinia chloropygia" "NA"
"33510" "Nectarinia coccinigaster" "Nectarinia coccinigaster" "NA"
"33520" "Nectarinia cuprea" "Nectarinia cuprea" "NA"
"33530" "Nectarinia cyanolaema" "Nectarinia cyanolaema" "NA"
"33540" "Nectarinia fuliginosa" "Nectarinia fuliginosa" "NA"
"33550" "Nectarinia johannae" "Nectarinia johannae" "NA"
"33560" "Nectarinia minulla" "Nectarinia minulla" "NA"
"33570" "Nectarinia olivacea" "Nectarinia olivacea" "NA"
"33580" "Nectarinia oritis" "Nectarinia oritis" "NA"
"33590" "Nectarinia preussi" "Nectarinia preussi" "NA"
"33600" "Nectarinia reichenbachii" "Nectarinia reichenbachii" "NA"
"33610" "Nectarinia rubescens" "Nectarinia rubescens" "NA"
"33620" "Nectarinia seimundi" "Nectarinia seimundi" "NA"
"33630" "Nectarinia senegalensis" "Nectarinia senegalensis" "NA"
"33640" "Nectarinia superba" "Nectarinia superba" "NA"
"33650" "Nectarinia venusta" "Nectarinia venusta" "NA"
"33660" "Nectarinia verticalis" "Nectarinia verticalis" "NA"
"33670" "Neocossyphus finschii" "Neocossyphus finschii" "NA"
"33680" "Neocossyphus fraseri" "Neocossyphus fraseri" "Rufous Flycatcher-Thrush"
"33690" "Neocossyphus poensis" "Neocossyphus poensis" "White-tailed Ant-Thrush"
"33700" "Neocossyphus rufus" "Neocossyphus rufus" "Red-tailed Ant-Thrush"
"33710" "Neotis nuba" "Neotis nuba" "Nubian Bustard"
"33720" "Nesocharis capistrata" "Nesocharis capistrata" "Grey-headed Oliveback"
"33730" "Nesocharis shelleyi" "Nesocharis shelleyi" "Shelley's Oliveback"
"33740" "Nigrita bicolor" "Nigrita bicolor" "Chestnut-breasted Nigrita"
"33750" "Nigrita canicapilla" "Nigrita canicapilla" "Astrilde nera a testa grigia"
"33760" "Nigrita fusconota" "Nigrita fusconota" "Astrilde nera a petto bianco"
"33770" "Nigrita luteifrons" "Nigrita luteifrons" "Pale-fronted Nigrita"
"33780" "Nilaus afer" "Nilaus afer" "Brubru"
"33790" "Oenanthe heuglini" "Oenanthe heuglini" "Heuglin's Wheatear"
"33800" "Onychognathus fulgidus" "Onychognathus fulgidus" "Chestnut-winged Starling"
"33810" "Onychognathus morio" "Onychognathus morio" "Red-winged Starling"
"33820" "Onychognathus walleri" "Onychognathus walleri" "Waller's Starling"
"33830" "Oriolus auratus" "Oriolus auratus" "African Golden Oriole"
"33840" "Oriolus brachyrhynchus" "Oriolus brachyrhynchus" "NA"
"33850" "Oriolus nigripennis" "Oriolus nigripennis" "Black-winged Oriole"
"33860" "Ortygospiza atricollis" "Ortygospiza atricollis" "Quailfinch"
"33870" "Ortyxelos meiffrenii" "Ortyxelos meiffrenii" "Quail-plover"
"33880" "Otus leucotis" "Otus leucotis" "NA"
"33890" "Otus senegalensis" "Otus senegalensis" "African scops owl"
"33900" "Pachycoccyx audeberti" "Pachycoccyx audeberti" "Thick-billed Cuckoo"
"33910" "Pachyphantes superciliosus" "Pachyphantes superciliosus" "NA"
"33920" "Parmoptila woodhousei" "Parmoptila woodhousei" "Woodhouse's Antpecker"
"33930" "Parus albiventris" "Parus albiventris" "White-bellied Tit"
"33940" "Parus leucomelas" "Parus leucomelas" "White-winged Black-Tit"
"33950" "Peliperdix albogularis" "Peliperdix albogularis" "White-throated Francolin"
"33960" "Peliperdix coqui" "Peliperdix coqui" "Coqui Francolin"
"33970" "Peliperdix lathami" "Peliperdix lathami" "Latham's Francolin"
"33980" "Phoeniculus bollei" "Phoeniculus bollei" "White-headed Woodhoopoe"
"33990" "Phoeniculus castaneiceps" "Phoeniculus castaneiceps" "Forest Wood Hoopoe"
"34000" "Phoeniculus purpureus" "Phoeniculus purpureus" "Green Wood Hoopoe"
"34010" "Pholidornis rushiae" "Pholidornis rushiae" "Tit Hylia"
"34020" "Phyllanthus atripennis" "Phyllanthus atripennis" "Capuchin Babbler"
"34030" "Phyllastrephus baumanni" "Phyllastrephus baumanni" "Baumann's Olive Greenbul"
"34040" "Phyllastrephus icterinus" "Phyllastrephus icterinus" "Icterine Greenbul"
"34050" "Phyllastrephus poensis" "Phyllastrephus poensis" "Cameroon Olive Greenbul"
"34060" "Phyllastrephus poliocephalus" "Phyllastrephus poliocephalus" "Grey-headed Greenbul"
"34070" "Phyllastrephus xavieri" "Phyllastrephus xavieri" "Xavier's Greenbul"
"34080" "Phyllolais pulchella" "Phyllolais pulchella" "Buff-bellied Warbler"
"34090" "Phylloscopus herberti" "Phylloscopus herberti" "Black-capped Woodland Warbler"
"34100" "Picathartes oreas" "Picathartes oreas" "Grey-necked Rockfowl"
"34110" "Pinarocorys erythropygia" "Pinarocorys erythropygia" "Rufous-rumped Lark"
"34120" "Pitta angolensis" "Pitta angolensis" "African Pitta"
"34130" "Platalea alba" "Platalea alba" "African Spoonbill"
"34140" "Platysteira blissetti" "Platysteira blissetti" "Red-cheeked Wattle-eye"
"34150" "Platysteira castanea" "Platysteira castanea" "Chestnut Wattle-eye"
"34160" "Platysteira concreta" "Platysteira concreta" "Yellow-bellied Wattle-eye"
"34170" "Plocepasser superciliosus" "Plocepasser superciliosus" "Chestnut-crowned Sparrow-Weaver"
"34180" "Ploceus albinucha" "Ploceus albinucha" "Maxwell's Black Weaver"
"34190" "Ploceus aurantius" "Ploceus aurantius" "Orange Weaver"
"34200" "Ploceus baglafecht" "Ploceus baglafecht" "Baglafecht Weaver"
"34210" "Ploceus bannermani" "Ploceus bannermani" "Bannerman's Weaver"
"34220" "Ploceus bicolor" "Ploceus bicolor" "Dark-backed Weaver"
"34230" "Ploceus heuglini" "Ploceus heuglini" "Heuglin's Masked Weaver"
"34240" "Ploceus insignis" "Ploceus insignis" "Brown-capped Weaver"
"34250" "Ploceus luteolus" "Ploceus luteolus" "Little Weaver"
"34260" "Ploceus nigricollis" "Ploceus nigricollis" "Black-necked Weaver"
"34270" "Ploceus ocularis" "Ploceus ocularis" "Spectacled Weaver"
"34280" "Ploceus pelzelni" "Ploceus pelzelni" "Slender-billed Weaver"
"34290" "Ploceus tricolor" "Ploceus tricolor" "Yellow-mantled Weaver"
"34300" "Ploceus vitellinus" "Ploceus vitellinus" "Vitelline Masked-Weaver"
"34310" "Podica senegalensis" "Podica senegalensis" "African Finfoot"
"34320" "Poeoptera lugubris" "Poeoptera lugubris" "Narrow-tailed Starling"
"34330" "Pogoniulus atroflavus" "Pogoniulus atroflavus" "Red-rumped Tinkerbird"
"34340" "Pogoniulus bilineatus" "Pogoniulus bilineatus" "Yellow-rumped Tinkerbird"
"34350" "Pogoniulus chrysoconus" "Pogoniulus chrysoconus" "Yellow-fronted Tinkerbird"
"34360" "Pogoniulus coryphaeus" "Pogoniulus coryphaeus" "NA"
"34370" "Pogoniulus pusillus" "Pogoniulus pusillus" "Red-fronted Tinkerbird"
"34380" "Pogoniulus scolopaceus" "Pogoniulus scolopaceus" "Speckled Tinkerbird"
"34390" "Pogoniulus subsulphureus" "Pogoniulus subsulphureus" "Yellow-throated Tinkerbird"
"34400" "Poicephalus gulielmi" "Poicephalus gulielmi" "Red-fronted Parrot"
"34410" "Poicephalus robustus" "Poicephalus robustus" "Cape Parrot"
"34420" "Poicephalus senegalus" "Poicephalus senegalus" "Senegal Parrot"
"34430" "Polemaetus bellicosus" "Polemaetus bellicosus" "Martial Eagle"
"34440" "Poliolais lopezi" "Poliolais lopezi" "White-tailed Warbler"
"34450" "Polyboroides typus" "Polyboroides typus" "African Harrier-Hawk"
"34460" "Prinia fluviatilis" "Prinia fluviatilis" "River Prinia"
"34470" "Prinia subflava" "Prinia subflava" "Tawny-flanked Prinia"
"34480" "Prionops caniceps" "Prionops caniceps" "Chestnut-bellied Helmetshrike"
"34490" "Prodotiscus insignis" "Prodotiscus insignis" "Cassin's Honeybird"
"34500" "Prodotiscus regulus" "Prodotiscus regulus" "Brown-backed Honeybird"
"34510" "Psalidoprocne fuliginosa" "Psalidoprocne fuliginosa" "Mountain Saw-wing"
"34520" "Psalidoprocne holomelas" "Psalidoprocne holomelas" "NA"
"34530" "Psalidoprocne nitens" "Psalidoprocne nitens" "Square-tailed Saw-wing"
"34540" "Psalidoprocne obscura" "Psalidoprocne obscura" "Fanti Saw-wing"
"34550" "Pseudhirundo griseopyga" "Pseudhirundo griseopyga" "Grey-rumped Swallow"
"34560" "Pseudoalcippe abyssinica" "Pseudoalcippe abyssinica" "African Hill Babbler"
"34570" "Psittacus erithacus" "Psittacus erithacus" "Grey parrot"
"34580" "Pternistis ahantensis" "Pternistis ahantensis" "Ahanta Francolin"
"34590" "Pternistis bicalcaratus" "Pternistis bicalcaratus" "Double-spurred Francolin"
"34600" "Pternistis clappertoni" "Pternistis clappertoni" "Clapperton's Francolin"
"34610" "Pternistis squamatus" "Pternistis squamatus" "Scaly Francolin"
"34620" "Pterocles quadricinctus" "Pterocles quadricinctus" "Four-banded Sandgrouse"
"34630" "Pteronetta hartlaubii" "Pteronetta hartlaubii" "Hartlaub's duck"
"34640" "Ptilopachus petrosus" "Ptilopachus petrosus" "Kuraczek skalny"
"34650" "Ptilostomus afer" "Ptilostomus afer" "Piapiac"
"34660" "Pyrenestes ostrinus" "Pyrenestes ostrinus" "Black-bellied Seedcracker"
"34670" "Pyrrhurus scandens" "Pyrrhurus scandens" "Bulbul colirrojizo"
"34680" "Pytilia hypogrammica" "Pytilia hypogrammica" "Yellow-winged Pytilia"
"34690" "Pytilia melba" "Pytilia melba" "Green-winged Pytilia"
"34700" "Pytilia phoenicoptera" "Pytilia phoenicoptera" "Red-winged Pytilia"
"34710" "Rhaphidura sabini" "Rhaphidura sabini" "Sabine's Spinetail"
"34720" "Rhinopomastus aterrimus" "Rhinopomastus aterrimus" "Black Scimitarbill"
"34730" "Rhinoptilus chalcopterus" "Rhinoptilus chalcopterus" "Bronze-winged Courser"
"34740" "Riparia cincta" "Riparia cincta" "Banded Martin"
"34750" "Sagittarius serpentarius" "Sagittarius serpentarius" "Secretarybird"
"34760" "Salpornis spilonotus" "Salpornis spilonotus" "NA"
"34770" "Sarkidiornis melanotos" "Sarkidiornis melanotos" "Knob-billed duck"
"34780" "Sarothrura boehmi" "Sarothrura boehmi" "Streaky-breasted Flufftail"
"34790" "Sarothrura elegans" "Sarothrura elegans" "Buff-spotted Flufftail"
"34800" "Sarothrura pulchra" "Sarothrura pulchra" "White-spotted Flufftail"
"34810" "Sarothrura rufa" "Sarothrura rufa" "Red-chested Flufftail"
"34820" "Schoenicola brevirostris" "Schoenicola brevirostris" "Afrikansk Bredhale"
"34830" "Scotopelia bouvieri" "Scotopelia bouvieri" "Vermiculated Fishing Owl"
"34840" "Scotopelia peli" "Scotopelia peli" "Pel's Fishing Owl"
"34850" "Serinus burtoni" "Serinus burtoni" "NA"
"34860" "Serinus gularis" "Serinus gularis" "Braunwangengirlitz"
"34870" "Serinus leucopygius" "Serinus leucopygius" "Cantone d'Africa"
"34880" "Serinus mozambicus" "Serinus mozambicus" "yellow-fronted canary"
"34890" "Sheppardia cyornithopsis" "Sheppardia cyornithopsis" "Lowland Akalat"
"34900" "Smithornis capensis" "Smithornis capensis" "African Broadbill"
"34910" "Smithornis rufolateralis" "Smithornis rufolateralis" "Rufous-sided Broadbill"
"34920" "Smithornis sharpei" "Smithornis sharpei" "Grey-headed Broadbill"
"34930" "Spermestes bicolor" "Spermestes bicolor" "Black-and-white Mannikin"
"34940" "Spermestes cucullatus" "Spermestes cucullata" "Bronze Mannikin"
"34950" "Spermestes fringilloides" "Spermestes fringilloides" "NA"
"34960" "Spiloptila clamans" "Spiloptila clamans" "Cricket Warbler"
"34970" "Spizaetus africanus" "Spizaetus africanus" "Aigle de Cassin"
"34980" "Sporopipes frontalis" "Sporopipes frontalis" "Speckle-fronted Weaver"
"34990" "Sterna balaenarum" "Sterna balaenarum" "Damara tern"
"35000" "Streptopelia decipiens" "Streptopelia decipiens" "Mourning Collared-Dove"
"35010" "Streptopelia hypopyrrha" "Streptopelia hypopyrrha" "Adamawa Turtle Dove"
"35020" "Strix woodfordii" "Strix woodfordii" "African Wood-Owl"
"35030" "Sylvietta denti" "Sylvietta denti" "Lemon-bellied Crombec"
"35040" "Tachymarptis aequatorialis" "Tachymarptis aequatorialis" "jerzyk łuskowany"
"35050" "Tauraco leucolophus" "Tauraco leucolophus" "White-crested Turaco"
"35060" "Tauraco macrorhynchus" "Tauraco macrorhynchus" "Yellow-billed Turaco"
"35070" "Tauraco persa" "Tauraco persa" "Guinea turaco"
"35080" "Tchagra australis" "Tchagra australis" "Brown-crowned Tchagra"
"35090" "Tchagra minuta" "Tchagra minuta" "NA"
"35100" "Telacanthura melanopygia" "Telacanthura melanopygia" "Black Spinetail"
"35110" "Telacanthura ussheri" "Telacanthura ussheri" "Mottled Spinetail"
"35120" "Telophorus multicolor" "Telophorus multicolor" "Many-colored Bushshrike"
"35130" "Telophorus sulfureopectus" "Telophorus sulfureopectus" "NA"
"35140" "Terpsiphone rufocinerea" "Terpsiphone rufocinerea" "Rufous-vented Paradise Flycatcher"
"35150" "Thalassornis leuconotus" "Thalassornis leuconotus" "White-backed Duck"
"35160" "Thamnolaea cinnamomeiventris" "Thamnolaea cinnamomeiventris" "Mocking Cliff-Chat"
"35170" "Thamnolaea coronata" "Thamnolaea coronata" "White-crowned Cliff Chat"
"35180" "Thescelocichla leucopleura" "Thescelocichla leucopleura" "Swamp Palm Bulbul"
"35190" "Tigriornis leucolophus" "Tigriornis leucolophus" "NA"
"35200" "Tockus camurus" "Tockus camurus" "NA"
"35210" "Tockus erythrorhynchus" "Tockus erythrorhynchus" "Northern Red-billed Hornbill"
"35220" "Tockus fasciatus" "Tockus fasciatus" "African Pied Hornbill"
"35230" "Tockus hartlaubi" "Tockus hartlaubi" "Aarnitoko"
"35240" "Trachyphonus margaritatus" "Trachyphonus margaritatus" "Yellow-breasted Barbet"
"35250" "Trachyphonus purpuratus" "Trachyphonus purpuratus" "Yellow-billed Barbet"
"35260" "Treron calva" "Treron calva" "NA"
"35270" "Tricholaema hirsuta" "Tricholaema hirsuta" "Hairy-breasted Barbet"
"35280" "Trigonoceps occipitalis" "Trigonoceps occipitalis" "Sęp białogłowy"
"35290" "Trochocercus nitens" "Trochocercus nitens" "Blue-headed Crested Flycatcher"
"35300" "Tropicranus albocristatus" "Tropicranus albocristatus" "NA"
"35310" "Turdoides plebejus" "Turdoides plebejus" "Brown Babbler"
"35320" "Turdoides reinwardtii" "Turdoides reinwardtii" "Blackcap Babbler"
"35330" "Turnix nana" "Turnix nana" "NA"
"35340" "Turtur abyssinicus" "Turtur abyssinicus" "Black-billed Wood Dove"
"35350" "Turtur brehmeri" "Turtur brehmeri" "Blue-headed Wood Dove"
"35360" "Turtur tympanistria" "Turtur tympanistria" "Tambourine Dove"
"35370" "Upupa africana" "Upupa africana" "African Hoopoe"
"35380" "Urocolius macrourus" "Urocolius macrourus" "Blue-naped Mousebird"
"35390" "Urolais epichlora" "Urolais epichlora" "NA"
"35400" "Urotriorchis macrourus" "Urotriorchis macrourus" "Long-tailed Hawk"
"35410" "Vanellus crassirostris" "Vanellus crassirostris" "Long-toed Lapwing"
"35420" "Vanellus lugubris" "Vanellus lugubris" "Senegal Lapwing"
"35430" "Vanellus senegallus" "Vanellus senegallus" "Wattled Lapwing"
"35440" "Vanellus superciliosus" "Vanellus superciliosus" "Brown-chested Lapwing"
"35450" "Vanellus tectus" "Vanellus tectus" "Black-headed Lapwing"
"35460" "Vidua chalybeata" "Vidua chalybeata" "Village Indigobird"
"35470" "Vidua funerea" "Vidua funerea" "Dusky Indigobird"
"35480" "Vidua interjecta" "Vidua interjecta" "Exclamatory Paradise Whydah"
"35490" "Vidua larvaticola" "Vidua larvaticola" "Barka Indigobird"
"35500" "Vidua maryae" "Vidua maryae" "Jos Plateau Indigobird"
"35510" "Vidua nigeriae" "Vidua nigeriae" "Quailfinch Indigobird"
"35520" "Vidua paradisaea" "Vidua paradisaea" "Long-tailed Paradise Whydah"
"35530" "Vidua raricola" "Vidua raricola" "Jambandu Indigobird"
"35540" "Vidua wilsoni" "Vidua wilsoni" "Wilson's Indigobird"
"35550" "Zoothera crossleyi" "Zoothera crossleyi" "NA"
"35560" "Zoothera princei" "Zoothera princei" "NA"
"35570" "Zosterops senegalensis" "Zosterops senegalensis" "African Yellow White-eye"
"35580" "Lamprotornis superbus" "Lamprotornis superbus" "Superb Starling"
"35590" "Eudynamys scolopacae" "Eudynamys scolopaceus" "Asian Koel"
"35600" "Lonchura malabarica" "Lonchura malabarica" "Indian silverbill;white-throated silverbill"
"35610" "Chenonetta jubata" "Chenonetta jubata" "Maned Duck"
"35620" "Cereopsis novaehollandiae" "Cereopsis novaehollandiae" "Cape Barren Goose"
"35630" "Dendrocincla suliginosa" "Dendrocincla" "Tyrannikipuajat"
"35640" "Allenia fusca" "Allenia fusca" "Scaly-breasted Thrasher"
"35650" "Fratercula cirrhata" "Fratercula cirrhata" "Tufted puffin"
"35660" "Rhea americana" "Rhea americana" "Greater rhea"
"35670" "Pavo cristatus" "Pavo cristatus" "Indian blue peafowl"
"35680" "Aratinga acuticaudata" "Aratinga acuticaudata" "Blue-crowned Parakeet"
"35690" "Aratinga mitrata" "Aratinga mitrata" "Mitred parakeet"
"35700" "Aratinga erythrogenys" "Aratinga erythrogenys" "Red-masked parakeet"
"35710" "Agapornis fischeri" "Agapornis fischeri" "Fischer's Lovebird"
