'IDENT1'	'SYSTEM1'	'IDENT2_NOPREFIX'	'Level'	'LAT_NAME'	'EN_NAME'	'DESC_LINK'	'BODY_LENGTH[cm]'	'WING_SPAN[cm]'						'GROUP_KEY_1'	'GROUP_KEY_2'	'GROUP_KEY_3'	'valid_authority'	'LOC_KEY'	'REST_LINK'	'MIG_LINK'	'FOTO_LINK'	'AERIAL_LINK'	'SCHEMA_LINK'	'MES_LINK'	'STS_LAW'
'E_6140'	'EURING'	'6140'	'S'	'Sterna dougallii'	'Roseate Tern'	'https://avibase.ca/74236837 '	'33-38'	'72-80'	'https://animaldiversity.org/accounts/Anas_discors/'	't'	'f'	'f'	'f'	'Seabird'	'Tern'	'known'									
'E_6150'	'EURING'	'6150'	'S'	'Sterna hirundo'	'Common Tern'	'https://avibase.ca/4D2FF6F1 '	'31-35'	'77-98'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/shoveler/'	't'	'f'	'f'	'f'	'Seabird'	'Tern'	'known'									
'E_6160'	'EURING'	'6160'	'S'	'Sterna paradisaea'	'Arctic Tern'	'https://avibase.ca/BDC5CF80 '	'33-35'	'75-85'		't'	'f'	'f'	'f'	'Seabird'	'Tern'	'known'									
'CU_6169'	'Custom'	'6169'	'SG'	'S. hirundo / S. paradisaea'	'Common/Arctic Tern'				'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/red-crested-pochard/'	't'	'f'	'f'	'f'	'Seabird'	'Tern'	'known'									
'E_6180'	'EURING'	'6180'	'S'	'Sterna forsteri'	'Forster''s Tern'	'https://avibase.ca/D13B9122 '			'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/pochard/'	't'	'f'	'f'	'f'	'Seabird'	'Tern'	'known'									
'CU_6181'	'Custom'	'6181'	'S'	'Thalasseus elegans'	'Elegant Tern'	'https://avibase.ca/3F9E1C51 '	40	78	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/tufted-duck/'	't'	'f'	'f'	'f'	'Seabird'	'Tern'	'known'									
'CU_6182'	'Custom'	'6182'	'S'	'Sterna bengalensis'	'Lesser Crested Tern'	'https://avibase.ca/D01CDECD '	36	98	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/scaup/'	't'	'f'	'f'	'f'	'Seabird'	'Tern'	'known'									
'CU_6183'	'Custom'	'6183'	'S'	'Onychoprion fuscatus'	'Sooty Tern'	'https://avibase.ca/3E7F825D '	40	88	'https://www.allaboutbirds.org/guide/Lesser_Scaup/id'	't'	'f'	'f'	'f'	'Seabird'	'Tern'	'known'									
'E_6240'	'EURING'	'6240'	'S'	'Sterna albifrons'	'Little Tern'	'https://avibase.ca/17310BF0 '	'22-24'	'48-55'		't'	'f'	'f'	'f'	'Seabird'	'Tern'	'known'									
'CU_6259'	'Custom'	'6259'	'UI'	'Sterna sp.'	'unidentified tern'				'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/eider/'	't'	'f'	'f'	'f'	'Seabird'	'Tern'	'unknown'									
'E_6270'	'EURING'	'6270'	'S'	'Chlidonias niger'	'Black Tern'	'https://avibase.ca/115AF02D '	'22-24'	'64-68'	'https://animaldiversity.org/accounts/Somateria_spectabilis/'	't'	'f'	'f'	'f'	'Seabird'	'Tern'	'known'									
'E_6280'	'EURING'	'6280'	'S'	'Chlidonias leucopterus'	'White-winged Black Tern'	'https://avibase.ca/43CAAEE3 '	22	65	'https://www.birdid.no/bird/eBook.php?specieID=1761'	't'	'f'	'f'	'f'	'Seabird'	'Tern'	'known'									
'CU_6281'	'Custom'	'6281'	'S'	'Chlidonias hybrida'	'Whiskered Tern'	'https://avibase.ca/7AB4E42B '	24	76	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/long-tailed-duck/'	't'	'f'	'f'	'f'	'Seabird'	'Tern'	'known'									
'CU_6319'	'Custom'	'6319'	'UI'	'Sternidae/Chlidonias sp.'	'unidentified tern'				'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/common-scoter/'	't'	'f'	'f'	'f'	'Seabird'	'Tern'	'unknown'									
'E_6340'	'EURING'	'6340'	'S'	'Uria aalge'	'Common Guillemot'	'https://avibase.ca/39F29B55 '	'38-45'	'64-73'		't'	'f'	'f'	'f'	'Seabird'	'Auk'	'known'									
'CU_6345'	'Custom'	'6345'	'SG'	'Uria aalge / Alca torda'	'Common Guillemot/Razorbill'				'https://app.bto.org/birdfacts/results/bob2140.htm'	't'	'f'	'f'	'f'	'Seabird'	'Auk'	'known'									
'E_6350'	'EURING'	'6350'	'S'	'Uria lomvia'	'Brünnich''s Guillemot'	'https://avibase.ca/B70B5840 '	41	69	'https://www.ducks.org/hunting/waterfowl-id/white-winged-scoter'	't'	'f'	'f'	'f'	'Seabird'	'Auk'	'known'									
'E_6360'	'EURING'	'6360'	'S'	'Alca torda'	'Razorbill'	'https://avibase.ca/64F4DD81 '	'37-39'	'63-67'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/velvet-scoter/'	't'	'f'	'f'	'f'	'Seabird'	'Auk'	'known'									
'E_6380'	'EURING'	'6380'	'S'	'Cepphus grylle'	'Black Guillemot'	'https://avibase.ca/B5AA5952 '	'30-32'	'52-58'	'https://animaldiversity.org/accounts/Bucephala_islandica/'	't'	'f'	'f'	'f'	'Seabird'	'Auk'	'known'									
'E_6470'	'EURING'	'6470'	'S'	'Alle alle'	'Little Auk'	'https://avibase.ca/B0932D89 '	'17-19'	'40-48'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/goldeneye/'	't'	'f'	'f'	'f'	'Seabird'	'Auk'	'known'									
'E_6540'	'EURING'	'6540'	'S'	'Fratercula arctica'	'Atlantic Puffin'	'https://avibase.ca/2771624B '	'26-29'	'47-63'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/smew/'	't'	'f'	'f'	'f'	'Seabird'	'Auk'	'known'									
'CU_6549'	'Custom'	'6549'	'UI'	'Aclidae sp.'	'unidentified auk'				'https://app.bto.org/birdfacts/results/bob2210.htm'	't'	'f'	'f'	'f'	'Seabird'	'Auk'	'unknown'									
'E_6650'	'EURING'	'6650'	'S'	'Columba livia'	'Rock Pigeon'	'https://avibase.ca/BBA263C2 '	'31-34'	'63-70'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/goosander/'	't'	'f'	'f'	'f'	'Terrestrial '	'Columbidae'	'known'									
'CU_6657'	'Custom'	'6657'	'S'	'Columba domestica'	'Domestic Pigeon'	'https://avibase.ca/533DD36C '	'32-37'	'64-72'	'https://animaldiversity.org/accounts/Lophodytes_cucullatus/'	't'	'f'	'f'	'f'	'Terrestrial '	'Columbidae'	'known'									
'E_6680'	'EURING'	'6680'	'S'	'Columba oenas'	'Stock Pigeon'	'https://avibase.ca/68E4C0D1 '	'30-33'	'60-66'		't'	'f'	'f'	'f'	'Terrestrial '	'Columbidae'	'known'									
'E_6700'	'EURING'	'6700'	'S'	'Columba palumbus'	'Common Wood Pigeon'	'https://avibase.ca/760F307A '	'40-42'	'75-80'		't'	'f'	'f'	'f'	'Terrestrial '	'Columbidae'	'known'									
'E_6840'	'EURING'	'6840'	'S'	'Streptopelia decaocto'	'Eurasian Collared Dove'	'https://avibase.ca/41FACE63 '	32	51	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/honey-buzzard/'	't'	'f'	'f'	'f'	'Terrestrial '	'Columbidae'	'known'									
'E_6870'	'EURING'	'6870'	'S'	'Streptopelia turtur'	'European Turtle Dove'	'https://avibase.ca/5788552B '	'26-28'	'47-53'	'https://animalia.bio/white-tailed-kite'	't'	'f'	'f'	'f'	'Terrestrial '	'Columbidae'	'known'									
'CU_6999'	'Custom'	'6999'	'UI'	'Columbidae sp.'	'unidentified dove/pigeon'				'https://animaldiversity.org/accounts/Milvus_migrans/'	't'	'f'	'f'	'f'	'Terrestrial '	'Columbidae'	'unknown'									
'E_7240'	'EURING'	'7240'	'S'	'Cuculus canorus'	'Common Cuckoo'	'https://avibase.ca/B3D2C3C5 '	33	58	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/red-kite/'	't'	'f'	'f'	'f'	'Terrestrial '	'Cuckoo'	'known'									
'E_7350'	'EURING'	'7350'	'S'	'Tyto alba'	'Barn Owl'	'https://avibase.ca/96B91A68 '	34	89	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/white-tailed-eagle/'	't'	'f'	'f'	'f'	'Bird of prey'	'Owl'	'known'									
'E_7390'	'EURING'	'7390'	'S'	'Otus scops'	'Eurasian Scops Owl'	'https://avibase.ca/2C7AA154 '	'19-20'	'53-63'	'https://animaldiversity.org/accounts/Haliaeetus_leucocephalus/'	't'	'f'	'f'	'f'	'Bird of prey'	'Owl'	'known'									
'E_7570'	'EURING'	'7570'	'S'	'Athene noctua'	'Little Owl'	'https://avibase.ca/9A7B268C '	'21-23'	'54-58'	'https://animaldiversity.org/accounts/Aquila_clanga/'	't'	'f'	'f'	'f'	'Bird of prey'	'Owl'	'known'									
'CU_7571'	'Custom'	'7571'	'S'	'Bubo scandiacus'	'Snowy Owl'	'https://avibase.ca/5B23B360 '	60	154	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/marsh-harrier/'	't'	'f'	'f'	'f'	'Bird of prey'	'Owl'	'known'									
'E_7670'	'EURING'	'7670'	'S'	'Asio otus'	'Long-eared Owl'	'https://avibase.ca/FC4D40D2 '	'35-37'	'84-95'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/hen-harrier/'	't'	'f'	'f'	'f'	'Bird of prey'	'Owl'	'known'									
'E_7680'	'EURING'	'7680'	'S'	'Asio flammeus'	'Short-eared Owl'	'https://avibase.ca/8F123A11 '	'34-42'	'90-105'	'https://app.bto.org/birdfacts/results/bob2620.htm'	't'	'f'	'f'	'f'	'Bird of prey'	'Owl'	'known'									
'CU_7719'	'Custom'	'7719'	'UI'	'Strigidae sp.'	'unidentified owl'				'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/montagus-harrier/'	't'	'f'	'f'	'f'	'Bird of prey'	'Owl'	'unknown'									
'E_7900'	'EURING'	'7900'	'S'	'Chaetura pelagica'	'Chimney Swift'	'https://avibase.ca/C3AD1AFF '			'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/goshawk/'	't'	'f'	'f'	'f'	'Terrestrial '	'Swift'	'known'									
'E_7950'	'EURING'	'7950'	'S'	'Apus apus'	'Common Swift'	'https://avibase.ca/4E6EF3F9 '	'16-17'	'42-48'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/sparrowhawk/'	't'	'f'	'f'	'f'	'Terrestrial '	'Swift'	'known'									
'CU_7951'	'Custom'	'7951'	'S'	'Apus melba'	'Alpine Swift'	'https://avibase.ca/FA1CAD29 '	21	57	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/buzzard/'	't'	'f'	'f'	'f'	'Terrestrial '	'Swift'	'known'									
'E_7960'	'EURING'	'7960'	'S'	'Apus pallidus'	'Pallid Swift'	'https://avibase.ca/332BC664 '	16	44	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/rough-legged-buzzard/'	't'	'f'	'f'	'f'	'Terrestrial '	'Swift'	'known'									
'CU_7969'	'Custom'	'7969'	'UI'	'Apus sp.'	'unidentified swift '				'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/golden-eagle/'	't'	'f'	'f'	'f'	'Terrestrial '	'Swift'	'unknown'									
'E_8000'	'EURING'	'8000'	'S'	'Apus affinis'	'Little Swift'	'https://avibase.ca/D209A90C '	12	34		't'	'f'	'f'	'f'	'Terrestrial '	'Swift'	'known'									
'E_8560'	'EURING'	'8560'	'S'	'Picus viridis'	'Green Woodpecker'	'https://avibase.ca/A01014FF '	'30-40'	'40-42'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/osprey/'	't'	'f'	'f'	'f'	'Terrestrial '	'Woodpecker'	'known'									
'CU_8569'	'Custom'	'8569'	'UI'	'Dendrocopos/Picus sp.'	'unidentified woodpecker'				'https://animaldiversity.org/accounts/Falco_naumanni/'	't'	'f'	'f'	'f'	'Terrestrial '	'Woodpecker'	'unknown'									
'E_8760'	'EURING'	'8760'	'S'	'Dendrocopos major'	'Great Spotted Woodpecker'	'https://avibase.ca/D754DB85 '	22	36	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/kestrel/'	't'	'f'	'f'	'f'	'Terrestrial '	'Woodpecker'	'known'									
'E_8980'	'EURING'	'8980'	'S'	'Dendrocopos tridactylus'	'Eurasian Three-toed Woodpecker'	'https://avibase.ca/05B8A4F1 '		'114-132'	'https://app.bto.org/birdfacts/results/bob3070.htm'	't'	'f'	'f'	'f'	'Terrestrial '	'Woodpecker'	'known'									
'E_9680'	'EURING'	'9680'	'S'	'Calandrella brachydactyla'	'Greater Short-toed Lark'	'https://avibase.ca/4091A51E '	14	28	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/merlin/'	't'	'f'	'f'	'f'	'Terrestrial '	'Lark'	'known'									
'E_9740'	'EURING'	'9740'	'S'	'Lullula arborea'	'Wood Lark'	'https://avibase.ca/742EC2F1 '	15	'27-30'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/hobby/'	't'	'f'	'f'	'f'	'Terrestrial '	'Lark'	'known'									
'E_9760'	'EURING'	'9760'	'S'	'Alauda arvensis'	'Sky Lark'	'https://avibase.ca/2D9A3619 '	'18-19'	'30-36'	'https://animaldiversity.org/accounts/Falco_rusticolus/'	't'	'f'	'f'	'f'	'Terrestrial '	'Lark'	'known'									
'E_9780'	'EURING'	'9780'	'S'	'Eremophila alpestris'	'Horned Lark'	'https://avibase.ca/77AFF9B8 '	'18-20'	'31.12-35.56'	'https://www.allaboutbirds.org/guide/Gyrfalcon/id'	't'	'f'	'f'	'f'	'Terrestrial '	'Lark'	'known'									
'CU_9789'	'Custom'	'9789'	'UI'	'Syvioidea sp.'	'unidentified lark'					't'	'f'	'f'	'f'	'Terrestrial '	'Lark'	'unknown'									
'E_9810'	'EURING'	'9810'	'S'	'Riparia riparia'	'Sand Martin'	'https://avibase.ca/94A1C447 '	12	'26-29'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/water-rail/'	't'	'f'	'f'	'f'	'Terrestrial '	'Martin'	'known'									
'E_9920'	'EURING'	'9920'	'S'	'Hirundo rustica'	'Barn Swallow'	'https://avibase.ca/58C502EA '	'17-19'	'32-35'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/moorhen/'	't'	'f'	'f'	'f'	'Terrestrial '	'Swallow'	'known'									
'CU_9921'	'Custom'	'9921'	'S'	'Cecropis daurica'	'Red-rumped Swallow'	'https://avibase.ca/3690F067 '	16	33	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/coot/'	't'	'f'	'f'	'f'	'Terrestrial '	'Swallow'	'known'									
'E_10010'	'EURING'	'10010'	'S'	'Delichon urbica'	'House Martin'	'https://avibase.ca/E4BB82F5 '	12	'26-29'	'https://animaldiversity.org/accounts/Fulica_americana/'	't'	'f'	'f'	'f'	'Terrestrial '	'Martin'	'known'									
'CU_10019'	'Custom'	'10019'	'UI'	'Hirundinidae sp.'	'unidentified swallow/martin'				'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/crane/'	't'	'f'	'f'	'f'	'Terrestrial '	'Martin'	'unknown'									
'E_10020'	'EURING'	'10020'	'S'	'Anthus richardi'	'Richard''s Pipit'	'https://avibase.ca/41ECD10E '	18	31	'https://animaldiversity.org/accounts/Grus_canadensis/'	't'	'f'	'f'	'f'	'Terrestrial '	'Pipit'	'known'									
'E_10050'	'EURING'	'10050'	'S'	'Anthus campestris'	'Tawny Pipit'	'https://avibase.ca/250CDA58 '	16	26	'https://app.bto.org/birdfacts/results/bob10050.htm'	't'	'f'	'f'	'f'	'Terrestrial '	'Pipit'	'known'									
'E_10080'	'EURING'	'10080'	'S'	'Anthus hodgsoni'	'Olive-backed Pipit'	'https://avibase.ca/25F7AF65 '	14	26	'https://app.bto.org/birdfacts/results/bob10080.htm'	't'	'f'	'f'	'f'	'Terrestrial '	'Pipit'	'known'									
'E_10090'	'EURING'	'10090'	'S'	'Anthus trivialis'	'Tree Pipit'	'https://avibase.ca/365F5E97 '	15	'25-27'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/tree-pipit/'	't'	'f'	'f'	'f'	'Terrestrial '	'Pipit'	'known'									
'E_10100'	'EURING'	'10100'	'S'	'Anthus gustavi'	'Pechora Pipit'	'https://avibase.ca/9DC4CC54 '	14	24	'https://app.bto.org/birdfacts/results/bob10100.htm'	't'	'f'	'f'	'f'	'Terrestrial '	'Pipit'	'known'									
'E_10110'	'EURING'	'10110'	'S'	'Anthus pratensis'	'Meadow Pipit'	'https://avibase.ca/14873249 '	14.5	'22-25'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/meadow-pipit/'	't'	'f'	'f'	'f'	'Terrestrial '	'Pipit'	'known'									
'CU_10111'	'Custom'	'10111'	'S'	'Anthus petrosus'	'Rock Pipit'	'https://avibase.ca/E1CBB1C2 '	16.5	'23-28'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/rock-pipit/'	't'	'f'	'f'	'f'	'Terrestrial '	'Pipit'	'known'									
'CU_10112'	'Custom'	'10112'	'S'	'Anthus rubescens'	'Buff-bellied Pipit'	'https://avibase.ca/8F268682 '	16	24	'https://app.bto.org/birdfacts/results/bob10144.htm'	't'	'f'	'f'	'f'	'Terrestrial '	'Pipit'	'known'									
'E_10120'	'EURING'	'10120'	'S'	'Anthus cervinus'	'Read-throated Pipit'	'https://avibase.ca/319D044A '	15	26	'https://app.bto.org/birdfacts/results/bob10120.htm'	't'	'f'	'f'	'f'	'Terrestrial '	'Pipit'	'known'									
'E_10140'	'EURING'	'10140'	'S'	'Anthus spinoletta'	'Water Pipit'	'https://avibase.ca/0A3FA185 '	17	'22.5-28'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/water-pipit/'	't'	'f'	'f'	'f'	'Terrestrial '	'Pipit'	'known'									
'CU_10159'	'Custom'	'10159'	'UI'	'Anthus sp.'	'unidentified pipit'					't'	'f'	'f'	'f'	'Terrestrial '	'Pipit'	'unknown'									
'E_10170'	'EURING'	'10170'	'S'	'Motacilla flava'	'Yellow Wagtail'	'https://avibase.ca/5983D677 '	17	'23-27'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/yellow-wagtail/'	't'	'f'	'f'	'f'	'Terrestrial '	'Wagtail'	'known'									
'E_10180'	'EURING'	'10180'	'S'	'Motacilla citreola'	'Citrine Wagtail'	'https://avibase.ca/5B0295C1 '	17	26	'https://app.bto.org/birdfacts/results/bob10180.htm'	't'	'f'	'f'	'f'	'Terrestrial '	'Wagtail'	'known'									
'E_10190'	'EURING'	'10190'	'S'	'Motacilla cinerea'	'Grey Wagtail'	'https://avibase.ca/AE073221 '	'18-19'	'25-27'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/grey-wagtail/'	't'	'f'	'f'	'f'	'Terrestrial '	'Wagtail'	'known'									
'E_10200'	'EURING'	'10200'	'S'	'Motacilla alba'	'Pied Wagtail'	'https://avibase.ca/34B07766 '	18	'25-30'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/pied-wagtail/'	't'	'f'	'f'	'f'	'Terrestrial '	'Wagtail'	'known'									
'E_10200'	'EURING'	'10200'	'S'	'Motacilla alba'	'White Wagtail'	'https://avibase.ca/80A3185D '	18	'25-30'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/pied-wagtail/'	't'	'f'	'f'	'f'	'Terrestrial '	'Wagtail'	'known'									
'CU_10239'	'Custom'	'10239'	'UI'	'Motacilla sp.'	'unidentified wagtail'					't'	'f'	'f'	'f'	'Terrestrial '	'Wagtail'	'unknown'									
'E_10660'	'EURING'	'10660'	'S'	'Troglodytes troglodytes'	'Winter Wren'	'https://avibase.ca/C757BD95 '	10-Sep	'13-17'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/wren/'	't'	'f'	'f'	'f'	'Terrestrial '	'Wren'	'known'									
'E_10840'	'EURING'	'10840'	'S'	'Prunella modularis'	' Dunnock (Hedge Accentor)'	'https://avibase.ca/26530C86 '	14	'19-21'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/dunnock/'	't'	'f'	'f'	'f'	'Terrestrial '	'Dunnock'	'known'									
'E_10990'	'EURING'	'10990'	'S'	'Erithacus rubecula'	'European Robin'	'https://avibase.ca/E68C3C70 '	14	'20-22'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/robin/'	't'	'f'	'f'	'f'	'Terrestrial '	'Robin'	'known'									
'E_11030'	'EURING'	'11030'	'S'	'Luscinia luscinia'	'Thrush Nightingale'	'https://avibase.ca/6EC66752 '	16	26	'https://app.bto.org/birdfacts/results/bob11030.htm'	't'	'f'	'f'	'f'	'Terrestrial '	'Nightingale'	'known'									
'E_11040'	'EURING'	'11040'	'S'	'Luscinia megarhynchos'	'Common Nightingale'	'https://avibase.ca/7C7F0DEE '	'15-17'	'23-26'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/nightingale/'	't'	'f'	'f'	'f'	'Terrestrial '	'Nightingale'	'known'									
'E_11060'	'EURING'	'11060'	'S'	'Luscinia svecica'	'Bluethroat'	'https://avibase.ca/AFD6FD81 '	14	'20-22.5'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/bluethroat/'	't'	'f'	'f'	'f'	'Terrestrial '	'Bluethroat'	'known'									
'E_11210'	'EURING'	'11210'	'S'	'Phoenicurus ochruros'	'Black Redstart'	'https://avibase.ca/612B5C24 '	14.5	'23-26'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/black-redstart/'	't'	'f'	'f'	'f'	'Terrestrial '	'Redstart'	'known'									
'E_11220'	'EURING'	'11220'	'S'	'Phoenicurus phoenicurus'	'Common Redstart'	'https://avibase.ca/06DD9D95 '	14	'20-24'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/redstart/'	't'	'f'	'f'	'f'	'Terrestrial '	'Redstart'	'known'									
'CU_11221'	'Custom'	'11221'	'S'	'Setophaga ruticilla'	'American Redstart'	'https://avibase.ca/BED38F50 '	'11 14'	19.7	'https://animaldiversity.org/accounts/Setophaga_ruticilla/'	't'	'f'	'f'	'f'	'Terrestrial '	'Redstart'	'known'									
'E_11370'	'EURING'	'11370'	'S'	'Saxicola rubetra'	'Whinchat'	'https://avibase.ca/A0EDAEA2 '	12.5	'21-24'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/whinchat/'	't'	'f'	'f'	'f'	'Terrestrial '	'Whinchat'	'known'									
'E_11390'	'EURING'	'11390'	'S'	'Saxicola torquata'	'Stonechat'	'https://avibase.ca/0EA8F8B9 '	12.5	'18-21'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/stonechat/'	't'	'f'	'f'	'f'	'Terrestrial '	'Stonechat'	'known'									
'E_11460'	'EURING'	'11460'	'S'	'Oenanthe oenanthe'	'Northern Wheatear'	'https://avibase.ca/DF526047 '	'14.5-15.5'	'26-32'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/wheatear/'	't'	'f'	'f'	'f'	'Terrestrial '	'Wheatear'	'known'									
'E_11860'	'EURING'	'11860'	'S'	'Turdus torquatus'	'Ring Ouzel'	'https://avibase.ca/CE71B4FF '	'23-24'	'38-42'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/ring-ouzel/'	't'	'f'	'f'	'f'	'Terrestrial '	'Thrush'	'known'									
'E_11870'	'EURING'	'11870'	'S'	'Turdus merula'	'Common Blackbird'	'https://avibase.ca/9E3252A7 '	'24-25'	'34-38.5'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/blackbird/'	't'	'f'	'f'	'f'	'Terrestrial '	'Thrush'	'known'									
'E_11980'	'EURING'	'11980'	'S'	'Turdus pilaris'	'Fieldfare'	'https://avibase.ca/D120D5A0 '	25	'39-42'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/fieldfare/'	't'	'f'	'f'	'f'	'Terrestrial '	'Thrush'	'known'									
'E_12000'	'EURING'	'12000'	'S'	'Turdus philomelos'	'Song Thrush'	'https://avibase.ca/D929EB21 '	23	'33-36'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/song-thrush/'	't'	'f'	'f'	'f'	'Terrestrial '	'Thrush'	'known'									
'E_12010'	'EURING'	'12010'	'S'	'Turdus iliacus'	'Redwing'	'https://avibase.ca/A8A85BCF '	21	'33-35'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/redwing/'	't'	'f'	'f'	'f'	'Terrestrial '	'Thrush'	'known'									
'E_12020'	'EURING'	'12020'	'S'	'Turdus viscivorus'	'Mistle Thrush'	'https://avibase.ca/A95B43F1 '	27	'42-48'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/mistle-thrush/'	't'	'f'	'f'	'f'	'Terrestrial '	'Thrush'	'known'									
'CU_12069'	'Custom'	'12069'	'UI'	'Turdus sp.'	'unidentified thrush'					't'	'f'	'f'	'f'	'Terrestrial '	'Thrush'	'unknown'									
'E_12360'	'EURING'	'12360'	'S'	'Locustella naevia'	'Common Grasshopper Warbler'	'https://avibase.ca/BC0E4C9F '	'12.5-13.5'	'15-19'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/grasshopper-warbler/'	't'	'f'	'f'	'f'	'Terrestrial '	'Warbler'	'known'									
'E_12430'	'EURING'	'12430'	'S'	'Acrocephalus schoenobaenus'	'Sedge Warbler'	'https://avibase.ca/FED5AED5 '	13	'17-21'	'https://www.birdid.no/bird/eBook.php?specieID=1700'	't'	'f'	'f'	'f'	'Terrestrial '	'Warbler'	'known'									
'E_12510'	'EURING'	'12510'	'S'	'Acrocephalus scirpaceus'	'Eurasian Reed Warbler'	'https://avibase.ca/4B3E6D25 '	13	'17-21'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/reed-warbler/'	't'	'f'	'f'	'f'	'Terrestrial '	'Warbler'	'known'									
'E_12590'	'EURING'	'12590'	'S'	'Hippolais icterina'	'Icterine Warbler'	'https://avibase.ca/869C978C '	14	22	'https://app.bto.org/birdfacts/results/bob12590.htm'	't'	'f'	'f'	'f'	'Terrestrial '	'Warbler'	'known'									
'E_12730'	'EURING'	'12730'	'S'	'Sylvia nisoria'	'Barred Warbler'	'https://avibase.ca/1EA60B94 '	16	25	'https://app.bto.org/birdfacts/results/bob12730.htm'	't'	'f'	'f'	'f'	'Terrestrial '	'Warbler'	'known'									
