'IDENT1'	'SYSTEM1'	'IDENT2_NOPREFIX'	'Level'	'LAT_NAME'	'EN_NAME'	'DESC_LINK'	'BODY_LENGTH[cm]'	'WING_SPAN[cm]'						'GROUP_KEY_1'	'GROUP_KEY_2'	'GROUP_KEY_3'	'valid_authority'	'LOC_KEY'	'REST_LINK'	'MIG_LINK'	'FOTO_LINK'	'AERIAL_LINK'	'SCHEMA_LINK'	'MES_LINK'	'STS_LAW'
'E_2960'	'EURING'	'2960'	'S'	'Aquila chrysaetos'	'Golden Eagle'	'https://avibase.ca/5F8E7CA8 '	'75-88'	'204-220'						'Bird of prey'	'Eagle'	'known'									
'CU_3009'	'Custom'	'3009'	'UI'		'unidentified bird of prey'									'Bird of prey'	'Unknown'	'unknown'									
'E_3010'	'EURING'	'3010'	'S'	'Pandion haliaetus'	'Osprey'	'https://avibase.ca/5BCF1891 '	'52-60'	'145-170'						'Bird of prey'	'Osprey'	'known'									
'E_3030'	'EURING'	'3030'	'S'	'Falco naumanni'	'Lesser Kestrel'	'https://avibase.ca/BECA271F '	'30-36'							'Bird of prey'	'Falcon'	'known'									
'E_3040'	'EURING'	'3040'	'S'	'Falco tinnunculus'	'Common Kestrel'	'https://avibase.ca/A65A98F6 '	'32-35'	'71-80'						'Bird of prey'	'Falcon'	'known'									
'E_3070'	'EURING'	'3070'	'S'	'Falco vespertinus'	'Red-footed Falcon'	'https://avibase.ca/997A9437 '	30	72						'Bird of prey'	'Falcon'	'known'									
'E_3090'	'EURING'	'3090'	'S'	'Falco columbarius'	'Merlin'	'https://avibase.ca/F3DA111C '	'25-30'	'50-62'						'Bird of prey'	'Falcon'	'known'									
'E_3100'	'EURING'	'3100'	'S'	'Falco subbuteo'	'Eurasian Hobby'	'https://avibase.ca/E91E287A '	'28-36'	'70-92'	'SOURCE(S)'	'BIRD'	'MARINE_MAMMAL'	'REPTILE'	'LAND_MAMMAL'	'Bird of prey'	'Falcon'	'known'									
'E_3180'	'EURING'	'3180'	'S'	'Falco rusticolus'	'Gyr Falcon'	'https://avibase.ca/E19252A7 '	'53-56'			't'	'f'	'f'	'f'	'Bird of prey'	'Falcon'	'known'									
'E_3200'	'EURING'	'3200'	'S'	'Falco peregrinus'	'Peregrine Falcon'	'https://avibase.ca/C7F1C08C '	'48-64'	123	'Red Throated Diver Bird Facts | Gavia Stellata - The RSPB'	't'	'f'	'f'	'f'	'Bird of prey'	'Falcon'	'known'									
'CU_3219'	'Custom'	'3219'	'S'	'Falco spec.'	'unidentified Falcon'				'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/black-throated-diver/'	't'	'f'	'f'	'f'	'Bird of prey'	'Falcon'	'known'									
'E_4070'	'EURING'	'4070'	'S'	'Rallus aquaticus'	'Water Rail'	'https://avibase.ca/DE1D2DF4 '	'23-28'	'38-45'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/great-northern-diver/'	't'	'f'	'f'	'f'	'Waterbird'	'Rail'	'known'									
'E_4240'	'EURING'	'4240'	'S'	'Gallinula chloropus'	'Common Moorhen'	'https://avibase.ca/8F82FF8C '	'32-35'	'50-55'	'https://animaldiversity.org/accounts/Gavia_adamsii/'	't'	'f'	'f'	'f'	'Waterbird'	'Rail'	'known'									
'E_4290'	'EURING'	'4290'	'S'	'Fulica atra'	'Common Coot'	'https://avibase.ca/B682B2A9 '	'36-38'	'70-80'		't'	'f'	'f'	'f'	'Waterbird'	'Rail'	'known'									
'CU_4291'	'Custom'	'4291'	'S'	'Fulica americana'	'American Coot'	'https://avibase.ca/4FB248BA '	38	'58-71'	'https://animaldiversity.org/accounts/Podilymbus_podiceps/#5759ee1d815bc431313a62bff0d198c0'	't'	'f'	'f'	'f'	'Waterbird'	'Rail'	'known'									
'E_4330'	'EURING'	'4330'	'S'	'Grus grus'	'Common Crane'	'https://avibase.ca/99B8841E '	'110-120'	'220-245'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/little-grebe/'	't'	'f'	'f'	'f'	'Waterbird'	'Crane'	'known'									
'E_4360'	'EURING'	'4360'	'S'	'Grus canadensis'	'Sandhill Crane'	'https://avibase.ca/E196D6F9 '	120	200	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/great-crested-grebe/'	't'	'f'	'f'	'f'	'Waterbird'	'Crane'	'known'									
'E_4500'	'EURING'	'4500'	'S'	'Haematopus ostralegus'	'Eurasian Oystercatcher'	'https://avibase.ca/ED663165 '	'40-45'	'80-86'	'https://www.birdid.no/bird/eBook.php?specieID=1236'	't'	'f'	'f'	'f'	'Shorebird'	'Oystercatcher'	'known'									
'E_4560'	'EURING'	'4560'	'S'	'Recurvirostra avosetta'	'Pied Avocet'	'https://avibase.ca/C73ED2F5 '	'42-45'	'77-80'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/slavonian-grebe/'	't'	'f'	'f'	'f'	'Shorebird'	'Avocet'	'known'									
'E_4590'	'EURING'	'4590'	'S'	'Burhinus oedicnemus'	'Eurasian Stone-curlew'	'https://avibase.ca/C7DB323E '	'40-44'	'77-85'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/black-necked-grebe/'	't'	'f'	'f'	'f'	'Shorebird'	'Curlew'	'known'									
'E_4690'	'EURING'	'4690'	'S'	'Charadrius dubius'	'Little Ringed Plover'	'https://avibase.ca/35EC3BBF '	'14-15'	'42-48'		't'	'f'	'f'	'f'	'Shorebird'	'Plover'	'known'									
'E_4700'	'EURING'	'4700'	'S'	'Charadrius hiaticula'	'Ringed Plover'	'https://avibase.ca/EDA37B7C '	'18-20'	'48-57'		't'	'f'	'f'	'f'	'Shorebird'	'Plover'	'known'									
'E_4710'	'EURING'	'4710'	'S'	'Charadrius semipalmatus'	'Semipalmated Plover'	'https://avibase.ca/95E28A57 '	18.4	48.3		't'	'f'	'f'	'f'	'Shorebird'	'Plover'	'known'									
'CU_4711'	'Custom'	'4711'	'UI'	'Charadrius sp.'	'unidentified plover (Charadrius sp.)'				'http://www.marinespecies.org/aphia.php?p=taxdetails&id=212587'	't'	'f'	'f'	'f'	'Shorebird'	'Plover'	'unknown'									
'E_4770'	'EURING'	'4770'	'S'	'Charadrius alexandrinus'	'Kentish Plover'	'https://avibase.ca/0A787822 '	16	44	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/fulmar/'	't'	'f'	'f'	'f'	'Shorebird'	'Plover'	'known'									
'E_4780'	'EURING'	'4780'	'S'	'Charadrius mongolus'	'Lesser Sand Plover'	'https://avibase.ca/8A4C4629 '	20	52	'https://www.inaturalist.org/taxa/4134-Bulweria-bulwerii'	't'	'f'	'f'	'f'	'Shorebird'	'Plover'	'known'									
'E_4840'	'EURING'	'4840'	'S'	'Pluvialis dominica'	'American Golden Plover'	'https://avibase.ca/2143A852 '	'23-30'	'45.7-66'	'https://www.birdid.no/bird/eBook.php?specieID=1257'	't'	'f'	'f'	'f'	'Shorebird'	'Plover'	'known'									
'E_4850'	'EURING'	'4850'	'S'	'Pluvialis apricaria'	'European Golden Plover'	'https://avibase.ca/25A20BA6 '	'26-29'	'67-76'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/great-shearwater/'	't'	'f'	'f'	'f'	'Shorebird'	'Plover'	'known'									
'CU_4851'	'Custom'	'4851'	'S'	'Pluvialis fulva'	'Pacific Golden Plover'	'https://avibase.ca/07C11CF3 '	24	64		't'	'f'	'f'	'f'	'Shorebird'	'Plover'	'known'									
'E_4860'	'EURING'	'4860'	'S'	'Pluvialis squatarola'	'Grey Plover'	'https://avibase.ca/27903EF7 '	28	77	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/sooty-shearwater/'	't'	'f'	'f'	'f'	'Shorebird'	'Plover'	'known'									
'CU_4861'	'Custom'	'4861'	'UI'	'Pluvialis sp. '	'unidentified plover (Pluvialis sp.)'				'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/manx-shearwater/'	't'	'f'	'f'	'f'	'Shorebird'	'Plover'	'unknown'									
'E_4930'	'EURING'	'4930'	'S'	'Vanellus vanellus'	'Northern Lapwing'	'https://avibase.ca/F029489A '	'28-31'	'82-87'	'http://www.associaciocetacea.org/en/conservation/mediterranean-species/seabirds/yelkouan-shearwater/'	't'	'f'	'f'	'f'	'Shorebird'	'Plover'	'known'									
'CU_4931'	'Custom'	'4931'	'S'	'Vanellus gregarius'	'Sociable Lapwing '	'https://avibase.ca/D348C2D6 '	28	73	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/balearic-shearwater/'	't'	'f'	'f'	'f'	'Shorebird'	'Plover'	'known'									
'E_4950'	'EURING'	'4950'	'S'	'Calidris tenuirostris'	'Great Knot'	'https://avibase.ca/09C51FA9 '	27	64	'https://app.bto.org/birdfacts/results/bob482.htm'	't'	'f'	'f'	'f'	'Shorebird'	'Knot'	'known'									
'E_4960'	'EURING'	'4960'	'S'	'Calidris canutus'	'Red Knot'	'https://avibase.ca/B5CE8FAD '	'23-25'	'47-54'		't'	'f'	'f'	'f'	'Shorebird'	'Knot'	'known'									
'E_4970'	'EURING'	'4970'	'S'	'Calidris alba'	'Sanderling'	'https://avibase.ca/06B9BD24 '	'20-21'	'36-39'		't'	'f'	'f'	'f'	'Shorebird'	'Sanderling'	'known'									
'E_5000'	'EURING'	'5000'	'S'	'Calidris ruficollis'	'Red-necked Stint'	'https://avibase.ca/BBDF2F1B '			'https://seamap-dev.env.duke.edu/species/174650/html'	't'	'f'	'f'	'f'	'Shorebird'	'Stint'	'known'									
'E_5010'	'EURING'	'5010'	'S'	'Calidris minuta'	'Little Stint'	'https://avibase.ca/9936FF4A '	'12 14 '	'34-37'	'https://www.birdid.no/bird/eBook.php?specieID=1278'	't'	'f'	'f'	'f'	'Shorebird'	'Stint'	'known'									
'E_5020'	'EURING'	'5020'	'S'	'Calidris temminckii'	'Temminck''s Stint'	'https://avibase.ca/5ACF7FB3 '	'13-15'	'34-37'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/leachs-petrel/'	't'	'f'	'f'	'f'	'Shorebird'	'Stint'	'known'									
'E_5030'	'EURING'	'5030'	'S'	'Calidris subminuta'	'Long-toed Stint'	'https://avibase.ca/7D629288 '	16	34.3	'https://www.oiseaux.net/birds/fea.s.petrel.html'	't'	'f'	'f'	'f'	'Shorebird'	'Stint'	'known'									
'E_5040'	'EURING'	'5040'	'S'	'Calidris minutilla'	'Least Sandpiper'	'https://avibase.ca/A47B0BD4 '	12	34		't'	'f'	'f'	'f'	'Shorebird'	'Sandpiper'	'known'									
'E_5060'	'EURING'	'5060'	'S'	'Calidris bairdii'	'Baird''s Sandpiper'	'https://avibase.ca/1F1AD154 '	15	43	'https://app.bto.org/birdfacts/results/bob560.htm'	't'	'f'	'f'	'f'	'Shorebird'	'Sandpiper'	'known'									
'E_5070'	'EURING'	'5070'	'S'	'Calidris melanotos'	'Pectoral Sandpiper'	'https://avibase.ca/ACC99F35 '	'19-23'	'38-44'	'http://portugal.inaturalist.org/taxa/204553-Oceanodroma-castro'	't'	'f'	'f'	'f'	'Shorebird'	'Sandpiper'	'known'									
'E_5090'	'EURING'	'5090'	'S'	'Calidris ferruginea'	'Curlew Sandpiper'	'https://avibase.ca/143A681C '	'18-23'	'38-41'		't'	'f'	'f'	'f'	'Shorebird'	'Sandpiper'	'known'									
'E_5100'	'EURING'	'5100'	'S'	'Calidris maritima'	'Purple Sandpiper'	'https://avibase.ca/0A0B8431 '	'20-22'	'40-44'		't'	'f'	'f'	'f'	'Shorebird'	'Sandpiper'	'known'									
'E_5120'	'EURING'	'5120'	'S'	'Calidris alpina'	'Dunlin'	'https://avibase.ca/15369E8E '	'16-20'	'35-40'	'https://animaldiversity.org/accounts/Morus_bassanus/'	't'	'f'	'f'	'f'	'Shorebird'	'Dunlin'	'known'									
'CU_5129'	'Custom'	'5129'	'UI'		'unidentified sandpiper'				'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/cormorant/'	't'	'f'	'f'	'f'	'Shorebird'	'Sandpiper'	'unknown'									
'E_5140'	'EURING'	'5140'	'S'	'Limicola falcinellus'	'Broad-billed Sandpiper'	'https://avibase.ca/0A14882F '	16	38	'https://animaldiversity.org/accounts/Phalacrocorax_carbo/'	't'	'f'	'f'	'f'	'Shorebird'	'Sandpiper'	'known'									
'E_5160'	'EURING'	'5160'	'S'	'Tryngites subruficollis'	'Buff-breasted Sandpiper'	'https://avibase.ca/3A3C62BC '	19	45	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/shag/'	't'	'f'	'f'	'f'	'Shorebird'	'Sandpiper'	'known'									
'E_5170'	'EURING'	'5170'	'S'	'Philomachus pugnax'	'Ruff'	'https://avibase.ca/2DABF98F '	'20-32'	'46-58'		't'	'f'	'f'	'f'	'Shorebird'	'Ruff'	'known'									
'E_5180'	'EURING'	'5180'	'S'	'Lymnocryptes minimus'	'Jack Snipe'	'https://avibase.ca/1A15F0C6 '	'17-19'	'38-42'	'https://www.birdid.no/bird/eBook.php?specieID=1144'	't'	'f'	'f'	'f'	'Shorebird'	'Snipe'	'known'									
'E_5190'	'EURING'	'5190'	'S'	'Gallinago gallinago'	'Common Snipe'	'https://avibase.ca/9151E0BA '	'23-28'	'39-45'	'https://www.birdid.no/bird/eBook.php?specieID=1433'	't'	'f'	'f'	'f'	'Shorebird'	'Snipe'	'known'									
'E_5290'	'EURING'	'5290'	'S'	'Scolopax rusticola'	'Eurasian Woodcock'	'https://avibase.ca/BFE14290 '	'33-35'	'55-65'	'http://www.sfzoo.org/animals/birds/pink-backed-pelican.htm#:~:text=Pink%2Dbacked%20pelicans%20are%20one,wingspan%20of%207%20%E2%80%93%209.5%20feet.'	't'	'f'	'f'	'f'	'Shorebird'	'Woodcock'	'known'									
'E_5320'	'EURING'	'5320'	'S'	'Limosa limosa'	'Black-tailed Godwit'	'https://avibase.ca/454B5CD5 '	'40-44'	'70-82'		't'	'f'	'f'	'f'	'Shorebird'	'Godwit'	'known'									
'E_5340'	'EURING'	'5340'	'S'	'Limosa lapponica'	'Bar-tailed Godwit'	'https://avibase.ca/9A684C99 '	'37-39'	'70-80'	'https://animaldiversity.org/accounts/Botaurus_stellaris/'	't'	'f'	'f'	'f'	'Shorebird'	'Godwit'	'known'									
'E_5380'	'EURING'	'5380'	'S'	'Numenius phaeopus'	'Whimbrel'	'https://avibase.ca/082F3A63 '	'40-46'	'71-81'	'https://archives.lib.state.ma.us/bitstream/handle/2452/423104/ocn954244415.pdf?sequence=1&isAllowed=y'	't'	'f'	'f'	'f'	'Shorebird'	'Whimbrel'	'known'									
'E_5410'	'EURING'	'5410'	'S'	'Numenius arquata'	'Eurasian Curlew'	'https://avibase.ca/3BB5CBA6 '	'50-60'	'80-100'	'https://www.birdid.no/bird/eBook.php?specieID=1143'	't'	'f'	'f'	'f'	'Shorebird'	'Curlew'	'known'									
'E_5450'	'EURING'	'5450'	'S'	'Tringa erythropus'	'Spotted Redshank'	'https://avibase.ca/0895DD84 '	'29-31'	'61-67'	'https://www.birdid.no/bird/eBook.php?specieID=1528'	't'	'f'	'f'	'f'	'Shorebird'	'Redshank'	'known'									
'E_5460'	'EURING'	'5460'	'S'	'Tringa totanus'	'Common Redshank'	'https://avibase.ca/D6BFC73A '	28	62	'https://app.bto.org/birdfacts/results/bob1070.htm'	't'	'f'	'f'	'f'	'Shorebird'	'Redshank'	'known'									
'E_5470'	'EURING'	'5470'	'S'	'Tringa stagnatilis'	'Marsh Sandpiper'	'https://avibase.ca/15CF9352 '	23	57	'https://www.birdid.no/bird/eBook.php?specieID=1880'	't'	'f'	'f'	'f'	'Shorebird'	'Sandpiper'	'known'									
'E_5480'	'EURING'	'5480'	'S'	'Tringa nebularia'	'Common Greenshank'	'https://avibase.ca/18B415D2 '	32	69	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/cattle-egret/'	't'	'f'	'f'	'f'	'Shorebird'	'Greenshank'	'known'									
'E_5530'	'EURING'	'5530'	'S'	'Tringa ochropus'	'Green Sandpiper'	'https://avibase.ca/A7B17EFC '	22	59	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/little-egret/'	't'	'f'	'f'	'f'	'Shorebird'	'Sandpiper'	'known'									
'E_5540'	'EURING'	'5540'	'S'	'Tringa glareola'	'Wood Sandpiper'	'https://avibase.ca/8E67DC5F '	'19-21'	'36-40'	'https://www.wildlifetrusts.org/wildlife-explorer/birds/herons-egrets-and-spoonbill/great-white-egret'	't'	'f'	'f'	'f'	'Shorebird'	'Sandpiper'	'known'									
'E_5560'	'EURING'	'5560'	'S'	'Actitis hypoleucos'	'Common Sandpiper'	'https://avibase.ca/8548B07E '	'19-21'	'32-35'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/grey-heron/'	't'	'f'	'f'	'f'	'Shorebird'	'Sandpiper'	'known'									
'E_5610'	'EURING'	'5610'	'S'	'Arenaria interpres'	'Ruddy Turnstone'	'https://avibase.ca/DC3050A9 '	'21-24'	'50-57'	'https://animaldiversity.org/accounts/Ardea_purpurea/'	't'	'f'	'f'	'f'	'Shorebird'	'Turnstone'	'known'									
'E_5630'	'EURING'	'5630'	'S'	'Phalaropus tricolor'	'Wilson''s Phalarope'	'https://avibase.ca/667C6969 '	'22-24'	'39-43'	'https://animaldiversity.org/accounts/Ciconia_nigra/'	't'	'f'	'f'	'f'	'Shorebird'	'Phalarope'	'known'									
'E_5640'	'EURING'	'5640'	'S'	'Phalaropus lobatus'	'Red-necked Phalarope'	'https://avibase.ca/E6F3BA54 '	'18-19'	'32-41'	'https://animaldiversity.org/accounts/Ciconia_ciconia/'	't'	'f'	'f'	'f'	'Shorebird'	'Phalarope'	'known'									
'CU_5645'	'Custom'	'5645'	'UI'		'unidentified phalarope'				'https://app.bto.org/birdfacts/results/bob1360.htm'	't'	'f'	'f'	'f'	'Shorebird'	'Phalarope'	'unknown'									
'E_5650'	'EURING'	'5650'	'S'	'Phalaropus fulicarius'	'Grey Phalarope'	'https://avibase.ca/18A19380 '	'20-22'	'34-41'	'https://animaldiversity.org/accounts/Threskiornis_aethiopicus/'	't'	'f'	'f'	'f'	'Shorebird'	'Phalarope'	'known'									
'CU_5659'	'Custom'	'5659'	'UI'		'unidentified wader'				'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/spoonbill/'	't'	'f'	'f'	'f'	'Shorebird'	'Wader'	'unknown'									
'E_5660'	'EURING'	'5660'	'S'	'Stercorarius pomarinus'	'Pomarine Skua'	'https://avibase.ca/7CB8F5B7 '	'46-51'	'113-125'		't'	'f'	'f'	'f'	'Seabird'	'Skua'	'known'									
'E_5670'	'EURING'	'5670'	'S'	'Stercorarius parasiticus'	'Arctic Skua'	'https://avibase.ca/39086887 '	'41-46'	'110-125'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/mute-swan/'	't'	'f'	'f'	'f'	'Seabird'	'Skua'	'known'									
'E_5680'	'EURING'	'5680'	'S'	'Stercorarius longicaudus'	'Long-tailed Skua'	'https://avibase.ca/1D446440 '	50	111	'https://www.allaboutbirds.org/guide/Tundra_Swan/id'	't'	'f'	'f'	'f'	'Seabird'	'Skua'	'known'									
'E_5690'	'EURING'	'5690'	'S'	'Stercorarius skua'	'Great Skua'	'https://avibase.ca/BB041C6E '	'53-58'	'125-140'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/whooper-swan/'	't'	'f'	'f'	'f'	'Seabird'	'Skua'	'known'									
'CU_5698'	'Custom'	'5698'	'SG'	'S. parasiticus / S. pomarinus'	'Arctic/Pomarine Skua'		'?'		'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/bewicks-swan/'	't'	'f'	'f'	'f'	'Seabird'	'Skua'	'known'									
'CU_5699'	'Custom'	'5699'	'SG'	'S. parasiticus / S. pomarinus / S. longicaudus'	'Arctic/Pomarine/Long-tailed Skua'		'?'			't'	'f'	'f'	'f'	'Seabird'	'Skua'	'known'									
'CU_5709'	'Custom'	'5709'	'UI'	'Stercorarius sp.'	'unidentified Skua'				'https://animaldiversity.org/accounts/Anser_cygnoides/'	't'	'f'	'f'	'f'	'Seabird'	'Skua'	'unknown'									
'E_5750'	'EURING'	'5750'	'S'	'Larus melanocephalus'	'Mediterranean Gull'	'https://avibase.ca/052BFA8A '	'36-38'	'92-100'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/snow-goose/'	't'	'f'	'f'	'f'	'Seabird'	'Gull'	'known'									
'E_5780'	'EURING'	'5780'	'S'	'Larus minutus'	'Little Gull'	'https://avibase.ca/F89FD6E3 '	'25-27'	'70-78'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/taiga-bean-goose/'	't'	'f'	'f'	'f'	'Seabird'	'Gull'	'known'									
'E_5790'	'EURING'	'5790'	'S'	'Larus sabini'	'Sabine''s Gull'	'https://avibase.ca/86182656 '	30	95	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/pink-footed-goose/'	't'	'f'	'f'	'f'	'Seabird'	'Gull'	'known'									
'E_5820'	'EURING'	'5820'	'S'	'Larus ridibundus'	'Black-headed Gull'	'https://avibase.ca/FB02DD96 '			'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/white-fronted-goose/'	't'	'f'	'f'	'f'	'Seabird'	'Gull'	'known'									
'E_5900'	'EURING'	'5900'	'S'	'Larus canus'	'Common Gull'	'https://avibase.ca/00DA9D91 '	'40-42'	'110-130'	'https://app.bto.org/birdfacts/results/bob1600.htm'	't'	'f'	'f'	'f'	'Seabird'	'Gull'	'known'									
'E_5901'	'EURING'	'5901'	'S'	'Chroicocephalus philadelphia'	'Bonaparte''s gull'	'https://avibase.ca/0337440E '	29	95	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/greylag-goose/'	't'	'f'	'f'	'f'	'Seabird'	'Gull'	'known'									
'E_5902'	'EURING'	'5902'	'S'	'Leucophaeus pipixcan'	'Franklin''s gull'	'https://avibase.ca/57C93A74 '	24	90	'https://animaldiversity.org/accounts/Anser_indicus/'	't'	'f'	'f'	'f'	'Seabird'	'Gull'	'known'									
'CU_5909'	'Custom'	'5909'	'UI'		'unidentified small gull'				'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/canada-goose/'	't'	'f'	'f'	'f'	'Seabird'	'Gull'	'unknown'									
'E_5910'	'EURING'	'5910'	'S'	'Larus fuscus'	'Lesser Black-backed Gull'	'https://avibase.ca/49025D8B '	'52-64'	'135-150'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/barnacle-goose/'	't'	'f'	'f'	'f'	'Seabird'	'Gull'	'known'									
'E_5920'	'EURING'	'5920'	'S'	'Larus argentatus'	'Herring Gull'	'https://avibase.ca/F002188E '	'54-60'	'130-150'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/brent-goose/'	't'	'f'	'f'	'f'	'Seabird'	'Gull'	'known'									
'CU_5921'	'Custom'	'5921'	'S'	'Larus smithsonianus'	'American Herring Gull'	'https://avibase.ca/60F32AF8 '	60	135	'https://app.bto.org/birdfacts/results/bob1690.htm'	't'	'f'	'f'	'f'	'Seabird'	'Gull'	'known'									
'CU_5926'	'Custom'	'5926'	'S'	'Larus (argentatus) michahellis'	'Yellow-legged Gull'	'https://avibase.ca/E074D706 '	'55-67'	149	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/egyptian-goose/'	't'	'f'	'f'	'f'	'Seabird'	'Gull'	'known'									
'CU_5927'	'Custom'	'5927'	'S'	'Larus (argentatus) cachinnans'	'Caspian Gull'	'https://avibase.ca/93CA037F '	63	140	'https://animaldiversity.org/accounts/Anser_canagicus/   https://animalia.bio/emperor-goose'	't'	'f'	'f'	'f'	'Seabird'	'Gull'	'known'									
'CU_5929'	'Custom'	'5929'	'SG'	'L. argentatus/ L. canus'	'Herring/Common Gull'		'?'			't'	'f'	'f'	'f'	'Seabird'	'Gull'	'known'									
'E_5980'	'EURING'	'5980'	'S'	'Larus glaucoides'	'Iceland Gull'	'https://avibase.ca/69E83944 '	'52-60'	'130-158'	'https://app.bto.org/birdfacts/results/bob1710.htm'	't'	'f'	'f'	'f'	'Seabird'	'Gull'	'known'									
'E_5990'	'EURING'	'5990'	'S'	'Larus hyperboreus'	'Glaucous Gull'	'https://avibase.ca/A59FA446 '	'62-68'	'150-165'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/shelduck/'	't'	'f'	'f'	'f'	'Seabird'	'Gull'	'known'									
'E_6000'	'EURING'	'6000'	'S'	'Larus marinus'	'Great Black-backed Gull'	'https://avibase.ca/E826E9F3 '	'64-78'	'150-165'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/wigeon/'	't'	'f'	'f'	'f'	'Seabird'	'Gull'	'known'									
'CU_6005'	'Custom'	'6005'	'UI'		'unidentified large gull'				'https://animaldiversity.org/accounts/Anas_americana/'	't'	'f'	'f'	'f'	'Seabird'	'Gull'	'unknown'									
'CU_6008'	'Custom'	'6008'	'SG'	'L. marinus / L. fuscus'	'Great/Lesser Black-backed Gull'					't'	'f'	'f'	'f'	'Seabird'	'Gull'	'known'									
'CU_6009'	'Custom'	'6009'	'UI'		'unidentified Gull (Genus)'				'https://animaldiversity.org/accounts/Anas_falcata/'	't'	'f'	'f'	'f'	'Seabird'	'Gull'	'unknown'									
'E_6010'	'EURING'	'6010'	'S'	'Rhodostethia rosea'	'Ross'' Gull'	'https://avibase.ca/4CD353D2 '	30	85	'https://app.bto.org/birdfacts/results/bob1842.htm'	't'	'f'	'f'	'f'	'Seabird'	'Gull'	'known'									
'E_6020'	'EURING'	'6020'	'S'	'Rissa tridactyla'	'Black-legged Kittiwake'	'https://avibase.ca/FB4D08F0 '	'38-40'	'95-110'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/gadwall/'	't'	'f'	'f'	'f'	'Seabird'	'Gull'	'known'									
'E_6040'	'EURING'	'6040'	'S'	'Pagophila eburnea'	'Ivory Gull'	'https://avibase.ca/FED91A1F '	42	114	'https://animaldiversity.org/accounts/Anas_formosa/'	't'	'f'	'f'	'f'	'Seabird'	'Gull'	'known'									
'CU_6049'	'Custom'	'6049'	'UI'	'Laridae sp.'	'unidentified gull'				'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/teal/'	't'	'f'	'f'	'f'	'Seabird'	'Gull'	'unknown'									
'E_6050'	'EURING'	'6050'	'S'	'Gelochelidon nilotica'	'Gull-billed Tern'	'https://avibase.ca/87168739 '	36	108	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/mallard/'	't'	'f'	'f'	'f'	'Seabird'	'Tern'	'known'									
'E_6060'	'EURING'	'6060'	'S'	'Sterna caspia'	'Caspian Tern'	'https://avibase.ca/BC06BC0D '	50	138	'https://animaldiversity.org/accounts/Anas_acuta/'	't'	'f'	'f'	'f'	'Seabird'	'Tern'	'known'									
'E_6110'	'EURING'	'6110'	'S'	'Sterna sandvicensis'	'Sandwich Tern'	'https://avibase.ca/04B49AE7 '	'36-41'	'95-105'	'https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/garganey/'	't'	'f'	'f'	'f'	'Seabird'	'Tern'	'known'									
